,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
134,stayingpositive,09/16/2019,Unsure and Confused,I’m struggling not to restrict and it is starting to freak me out. I know that I might have gained weight and that possibility is too nerve-racking. How do you all deal with weight while working toward recovery?,_admin_moderator,"Mon,09/23/2019-9:47pm",Edited Your Post,"Hi, stayingpositive - your post had to be edited because you included specifics about disordered eating which can be triggering to others. You can take a look at our Community Guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Take care and please keep posting!",,,,,,,,,,,,,,,,
135,CASACERA,09/21/2019,ending the meals number 1,"One of my big three. Eat slowly and today's biggy ending each meal (not some innocent addition that my addiction says: ""that's all you'll eat and will be enough"". The big lie, because it always leads me to grazing from this to that. So breakfast fine. Lunch fine. Dinner fine. Sounds so simple. I do make sure my meals are healthy, satisfying and delicious, too. Nice 1/2 hr. bike ride this AM, and 1/2 walk before dinner. Usual house chores. Nice phone call from my son and his dear wife. Sounds like a commercial for a TV sitcom. CC",_admin_moderator,"Sun,09/22/2019-10:40pm",Edited post,"Hi CASACERA, your post has been edited to remove specific details about food that may be triggering for others to comply with NEDA’s community guidelines https://www.nationaleatingdisorders.org/forums/community-guidelines. Hope you are taking care, and had a wonderful day!",,,,,,,,,,,,,,,,
136,meerkat123,09/22/2019,Not doing so well,"Hello, it has been a while since I have posted a new thread.
I have been out of treatment for about 7 weeks now. At first I struggled, but eventually I thought I was getting better. However, I realize now, that is not the case.
Emotionally I am in a really rough spot. I hate my new body and long for my sick body back. I am very depressed and all I want to do is isolate myself, when I am not in class. My organization is really bad, but I cannot bring myself to care. I usually stress out about my homework. However this semester I have almost missed deadlines of when work was due multiple times. Every time I go out in public, I always compare myself to everyone walking past me. I find myself looking at pictures of myself at my lowest weight and cant help but miss it. My mind has been in a really dark place and i have found myself thaving really bad thoughts quite frequently. I just feel very hopeless right now. All I want is to have my old body back, yet I know that is not going to happen.
Has anyone else felt like this after treatment? What did you do?",_admin_moderator,"Sun,09/22/2019-11:19pm",Resources,"Hi meerkat123, We’re sorry you are feeling hopeless right now. The NEDA Helpline is here for support and can be reached at 800.931.2237 or chat with them online (http://www.nationaleatingdisorders.org/helplinechat) M-TH 9-9 EST and F 9-5 EST. Since you mentioned some bad thoughts and concerning feelings we wanted to post some resources in case you need support through these thoughts.  Please take care.",,,,,,,,,,,,,,,,
137,pub03,09/18/2019,"Is it wrong that I don't care about my health, I just want the anxiety to go away?","(warning, a sea of extremely unhealthy thinking ahead)
Hey, so,
I recently relapsed into anorexiaI hate the feeling of not being thin enough, obviously, and I have only once ever reached a level where I felt content with my weight once, and it was extremely unhealthy.Thing is, I really honestly don't care about being unhealthy.
I drink, I do drugs, restricting is just another layer on top of it.
And I feel as if not being incredibly skinny is just plain stupid FOR ME, in that, I'm a female metal vocalist, and, well, to put it bluntly people listen with their eyes. Being incredibly skinny, even past the point that is generally considered attractive, just lends to my gothic alternative look. But, all that being said, I do what to recover, but not for health, I just want the anxiety of eating to go away.
What I mean by that, is, if I have only a few meals a week, I consciously know I'll still reach that look I want.
If a friend invites me out to dinner, if that's the only meal I've had in a certain amount of time, I know in my head it won't do any harm to what I'm doing.
But I feel this horrific anxiety even attempting to just have a certain amount of meals. Yesterday I managed to eat an entire meal, with a friend texting me encouragement about how I will be just fine doing so.I should be able to slim down just fine, and so it shouldn't bother me to eat with friends or something, but it does, it mortifies me, when I look at the food I start to panic.Somebody told me that any help is good help, and getting myself to eat is the best first step. But someone else told me that targeting the problem of that anxiety would only make it worse because I would be ignoring the ""real problem"".
She drew parallels with Bulimia, getting rid of the anxiety of eating by literally getting it out, something I used to do, but don't anymore out of fear for hurting my voice.I really just want to be able to eat.
I want that anxious feeling of trying to eat to go away.But the deeply repressed voice of reason trying to stop me from slowly killing myself, is telling me to ask, is it a good idea to specifically try to stop that anxiety... And nothing else? I am not proana, so please don't call me that, I would never want another person to do what I do, but I simply cannot get mentally behind fearing the health detriment of something that benefits me so much when I already do many unhealthy things. I'm anxious about posting this, but I really don't think I can start trying to stop that anxiety without at least asking about this. Sorry you had to read this, thank you.",_admin_moderator,"Thu,09/19/2019-11:29am","Dear pub03, we would like to","Dear pub03, we would like to inform you that we edited your post to remove mentions of specific food items, as well as descriptions of disordered eating behaviors, which are not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue to post!",,,,,,,,,,,,,,,,
138,EstravenAi,09/15/2019,Relapse,"I went to residential treatment for an eating disorder about two years ago, but I recently relapse pretty hard and am now engaging in behaviors every day. I have a therapist, dietician, doctor, and psychiatrist and I've been honest with all of them about what's going on, but I just can't seem to stop. My therapist is recommending treatment again, but I just can't right now. I would lose my job because I don't have FMLA yet (I just started 6 months ago), so I would also lose my apartment and have to move back in with my parents (I'm 32) several states away from where I am now, which also means I would lose my health insurance, so I don't know how I would pay for treatment anyway. And I'm getting a service dog in the next few weeks, so I need time to bond with him and cement his training. Plus, I'm in my final year of grad school and I am already graduating late because of a mental health crisis last quarter. Basically, residential or PHP or even IOP is not an option right now. There is no program or even support group where I live either. The nearest one is about two hours away. My therapist is great, but she doesn't specialize in eating disorders and there aren't many that do in this town. Does anybody have any ideas about how I can get some extra support? I found out that my old treatment program holds a virtual support group for alumni, so I emailed about that. In the past, I went to a couple of support groups, but there are none here. My old treatment center has a virtual IOP, but I think you have to live in that state to participate and I moved to a different state. I'm still going to call them about it though. Basically I'm asking if anybody knows of ways I could get more support in what is basically an eating disorder dead zone without going to treatment.",_admin_moderator,"Tue,09/17/2019-2:52pm",Welcome! ,"Hi! Thank you for posting. We’re sorry to hear about what’s going on! We hope that you’re able to get the support you deserve here on the forums! We edited part of your post as we are not able to list specific support group names. When you get the chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner! Please continue posting! ",,,,,,,,,,,,,,,,
139,Readinggirl ,09-12-19,Too much. ,"Gave in and binge, now I hate myself and this problem and want to cry. Wish I could give up forever:(sorry.",_admin_moderator,"Sun,09/15/2019-11:08pm",Resources,Hi Readinggirl! We’re sorry you are feeling upset and hopeless right now. Since you mentioned some concerning feelings we wanted to post some resources in case you need support through these thoughts. Please take care.,,,,,,,,,,,,,,,,
140,Goingtogethealthy,09-08-19,Getting started,"I have had binge eating disorder since I was 12- I’m 23 now. I am so desperate to finally be able to eat out with friends and eat my moms home cooked meals again without being scared of bingeing. I’m ready to not have food dominate my life. I am currently seeing a therapist, and I want this so bad, but I’m also so scared to failing. Every single time I try to stop bingeing, I find myself in the same position again. I was so ready to not binge today, but here I am, just binged, and I feel sick. I feel so lost and hopeless.",_admin_moderator,"Wed,09/11/2019-5:53pm",Resources ,"Hello! For precaution, just because you mentioned feeling hopeless we just wanted to post some resources in case you need some support:  
Please take care! ",,,,,,,,,,,,,,,,
141,RoseyNosed,09-08-19,At Home Recovery,"I'm just starting recovering today at home with my parent, we cannot afford professional help. I'm very afraid of getting re-feeding syndrome or not getting enough intake. We're figuring out how to set up meal plans and researching what I need but it's still very confusing and hard. I'm determined to get better but all these fears make me want to go back to my bad habits. Has anyone here managed to recover without professionals? Any advice?",_admin_moderator,"Wed,09/11/2019-5:55pm",Medical Signs and Symptoms ,"Hello! Just because you mentioned that you're concerned about re-feeding syndrome, for precaution we are posting up some signs and symptoms to keep an eye out for. The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees FahrenheitOr any other serious medical concernsIf you happen to experience any of the above, we highly recommend that you seek medical attention as soon as possible. Another option is 911.  Seek medical help soon on an outpatient basis if you:• have significant heartburn and/or a burning sensation after eating• have other gastrointestinal concerns• have high blood pressure• struggle with significant joint or muscle pain• have difficulty sleeping (falling and/or remaining asleep)• struggle with fatigue, sudden weight gain, and/or hair loss• have frequent urination or unquenchable thirst• have gained and lost significant weight repeatedly• have gained significant weight in a short period of time• struggle with chronic diarrhea or constipationPlease take care! ",,,,,,,,,,,,,,,,
142,alwaysthinking,09-08-19,body image issues,"i'm having body image issues right now and hope i can talk about it with either the psychiatrist or dietician today or tomorrow. i've been trying to squelch the feelings and say it doesn't matter; that who i am is way more important than how i look or what i eat, and i know logically it's true. but.... but i feel like i've gained weight, and i haven't even got off the maintenance meal plan, except to add some snacks, and i still want more food, like some sweets here and there. but i don't want to gain weight and inches, and i know for a certainty that i've gained inches. i'm trying to tell myself it's ""food baby,"" as many call it in the refeeding process, since i starved myself for a while, but it's not working today. i feel fat, and yes, i know fat is not a feeling, but today, it stands for feel awful today. i know in the long run, it doesn't matter. i know that Jehovah God loves me, no matter what size i am. i know no one else is looking at me and judging me based on the inches i've gained. i know that i'm still the same person inside. and i still Feel Awful Today - FAT. it just is overwhelming me, and i need a reality check from someone who is more knowledgeable and has all the facts. it's starting to bug me, especially since i thought i'd convinced myself that i was done with all of this. and i am, to an extent, but i guess there's always going to be a remnant of ""Maleficent"" (my name for my e.d.) hanging on to me.",_admin_moderator,"Tue,09/10/2019-2:44pm",Medical Signs and Symptoms ,"Hi, alwaysthinking. We're sorry that you are experiencing these symptoms while in the hopsital. We hope that you're getting the help and support you deserve. We just wanted to post the signs and symptoms of a medical emergency just in case anyone on the forum reads this and sees that they experience similar symptoms. The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees FahrenheitOr any other serious medical concernsIf you happen to experience any of the above, we highly recommend that you seek medical attention as soon as possible. Another option is 911.  Seek medical help soon on an outpatient basis if you:• have significant heartburn and/or a burning sensation after eating• have other gastrointestinal concerns• have high blood pressure• struggle with significant joint or muscle pain• have difficulty sleeping (falling and/or remaining asleep)• struggle with fatigue, sudden weight gain, and/or hair loss• have frequent urination or unquenchable thirst• have gained and lost significant weight repeatedly• have gained significant weight in a short period of time• struggle with chronic diarrhea or constipation Please continue posting! ",,,,,,,,,,,,,,,,
143,Alexo_eats,09-08-19,Sister in the Psychiatric hospital,"It's kinda ironic in a way. I left my sister when I went inpatient for ED treatment and now my sister is in inpatient now. I get to be the kid alone and at home, and honestly kinda neglected. I have to pull myself together, and try not to stress out the family anymore than they already are. I need to  take care of myself, so my family can worry about my sister. It's really scary. I'm terrified to be alone. I was alone by myself for 4 hours. That is a record. I think the longest I've ever been alone. Some urges to move around, are hard to fight when no one is there to remind me to be still. I just feel guilty for sitting for hours studying. Even though I know I need to sit down to study. I can tell that those thoughts are ED's. Which should make it easier to dismiss them but it's not. I feel awful for my sister but kinda relieved she is finally getting the care she needs. She has a lot of SH behaviors and it was terrifying to see. I'm really feeling the pressure to recover and get my stuff together. I hope I can put my healthy copping skills to use and not resort to negative ones. It's comforting to know that I'm in a better place than last year so I can cope with this development better. Honestly worried about my mom. She is taking this really hard. Both kids having to go inpatient. Me, last year, my sister this year. Just wanted to share. I just feel like I'm floating. Everything is happening so fast, the house is so quiet. I think I can handle the challenge though. Alexo",_admin_moderator,"Mon,09/09/2019-12:17am",Hi Alexo_Eats! We're sorry to,"Hi Alexo_Eats! We're sorry to hear that you feel guilty and scared right now. Have you considered reaching out to the NEDA Helpline to guide you with navigating these challenges? The NEDA Helpline may be able to help you with using healthy coping skills. Give them a call at 800.931.2237 or chat with them online (http://www.nationaleatingdisorders.org/helplinechat) M-TH 9-9 EST and F 9-5 EST. I hope you find the support you are looking for!  Also wanted to post some resources you can pass along since you mentioned she has SH behaviors.  
",,,,,,,,,,,,,,,,
144,immortalturtle,09-08-19,Feeling hopeless,"I’ve told a few people about my ED. A coworker who needed to know, my mother, and three friends. The response has been absolutely terrible. My coworker (who is also a close friend) said he was sorry which was oddly the most helpful and sweet thing anyone has said, though I didn’t realize it at the time.My mother said I didn’t have one which is fair because I eat normally around family.One of the friends went on a tangent about how she never had the self control or willingness to throw up to have an ED and how she felt guilty for that.The next friend just changed the subject back to her relationship. And the last friend said straight up I didn’t have an eating disorder.I just give up at this point. I feel isolated and hopeless",_admin_moderator,"Sun,09/08/2019-11:46pm",Resources,Hi immortalturtle! We’re sorry you are feeling isolated and hopeless right now. Since you mentioned some concerning feelings we wanted to post some resources in case you need support through these thoughts. Please take care.,,,,,,,,,,,,,,,,
145,CASACERA,09-01-19,so alone in my addiction,"for that's how this is. Nibbling on this and that late last night before bed. Grateful for sleeping through the night (woke at 6 but went back to sleep till 7). Like I was going on some marathon. Couldn't get to my breakfast fast enough. Decided on one that would be easiest on my stomach.The veracity with which I eat is so scary. Like I'm someone else and I'm not. I am so sorry for everyone here that suffers but I wish there was another soul with BED. I use to be able to get away for a break. Not an option anymore. And the terribly sad thing is, I know there are people who cannot talk about this. My best friend whom I met at a facility said to me recently. I'm the only one she can talk to about this but right now she's shut off, 'cause she's trying some new system. My ED feels different from bulimia because I feel like I have to live with the pain of and results of my behavior. I don't hate myself. I've struggled my whole life just managing something I have to keep doing to live. How to explain I operate on two levels. The CC that takes good care of herself and the subconscious part that pushes me and demands gratification and the sensation of turning to food. Waiting, longing for the oasis of blessed remission that I get every so often. Whoever reads this, thank you. I can't walk around and complain about this. There is no program of any sort here. And, I spent 15 yrs. in a well known support group system (not helpful). Hope to go for a bike ride later. Debating whether or not to post this. Well here goes. Hope I haven't upset anyone. CC",_admin_moderator,"Mon,09/02/2019-6:58pm",Edited Your Post,"Hi, CC - your post had to be edited because you included details about disordered eating and weight stigmatizing language. Please take a moment to take a look at our Community Guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Thank you in advance for helping to keep the NEDA forums safe and supportive!",,,,,,,,,,,,,,,,
146,roseec,09-04-19,Binge eating/Anorexia cycle feels never ending,"I've been struggling with the binge eat, gain weight, then restrict cycle for years and years. I restrict and become too thin and people worry, and then suddenly I spend one night binging and its all I do for a period of time. I don't understand how no one has noticed this cycle of me being thin and then a little chubby over and over. My eating habits have been severely disordered since I was 14, I am almost 21 now. When I was 13 I was put into a residential treatment center for issues centered around depression and self harm. I feel my eating disorder really developed here. I dont think the staff were fully equipped to deal with my growing illness and responded by just making me eat 100% of every meal, many of them being pretty large. I heavily abused laxatives from 14-15, was always a little underweight as a teen, and the past 2 years or so have just been an endless cycle of binge and restrict. I feel so lost in this. I don't know how to reach out and let people know this is bigger than it may appear. I'm suffering so much and I know my body is too, constantly going from one extreme to the other. I also deal with irritable bowel syndrome so when I take in mass amounts of foods my body doesn't like I become very sick, but that doesn't stop me. I've also had two serious boyfriends who also dealt with eating disorders(bulimia) and I can't imagine that has helped me. I never feel happy with my body either way, but especially when I gain weight binging it destroys my confidence, I don't even want to go outside. I finally told my mom a few months ago how bad this was after I had lost a large amount of weight after a very painful breakup. I am currently on a waitlist for outpatient therapy at a treatment facility but I don't know how much longer I can wait. I've since gained the weight back and probably plus some. I'm currently in the binge cycle but I know soon I will break down and the restricting will return. I feel hopeless in this. Anyone been able to successfully recover from this? any support or advice is appreciated.",_admin_moderator,"Wed,09/04/2019-6:23pm",Welcome! ,"Hi, roseec. Thank you for posting. We're sorry to hear that you have been struggling for so long. You're not alone in this and we hope the forums provide you with the support you deserve. Please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. For precaution we are posting up some signs and symptoms to keep an eye out for. The following are just some of the signs of a serious problem that demands immediate medical attention:• accidentally or deliberately caused themselves a physical injury• become suicidal• confused thinking and is not making any sense• delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• disoriented; doesn’t know what day it is, where they are or who they are• vomiting several times a day or has uncontrollable vomiting or diarrhea• experiencing dizziness or fainting spells• too weak to walk or collapses• painful muscle spasms• complaining of chest pain or having trouble breathing• blood in their bowel movements, urine or vomit• a body mass index (BMI) of less than 16• an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute)• cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees FahrenheitOr any other serious medical concernsIf you happen to experience any of the above, we highly recommend that you seek medical attention as soon as possible. Another option is 911.  Seek medical help soon on an outpatient basis if you:• have significant heartburn and/or a burning sensation after eating• have other gastrointestinal concerns• have high blood pressure• struggle with significant joint or muscle pain• have difficulty sleeping (falling and/or remaining asleep)• struggle with fatigue, sudden weight gain, and/or hair loss• have frequent urination or unquenchable thirst• have gained and lost significant weight repeatedly• have gained significant weight in a short period of time• struggle with chronic diarrhea or constipationSince you mentioned self harm in the past we wanted to provide you with these resources in case you need to reach out for support in the future.  
If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner!  Please continue posting! ",,,,,,,,,,,,,,,,
147,London1621,09-02-19,I hate myself. ,"I hate myself and this problem. I wish I never started to binge eat. I wish I never got upset when my dad almost passed away and I did this to myself. Sometimes it's too much for me and if I can give up forever!! I would! I don't want this problem anymore. I don't want this life. I want my old life, I don't want to have this problem. I feel hopeless.",_admin_moderator,"Mon,09/02/2019-8:17pm",Suicide Hotline and Support,"Hi London1621! We’re sorry that you are feeling so hopeless right now, and we’re glad that you reached out to the forums. We want you to know there are many resources available to you. Some of the language in your post concerned us. Please contact the following resources if you're feeling suicidal:
Crisis Textline: Text ""NEDA"" to 741-741 or www.crisistextline.org
National Suicide Prevention Lifeline: Call (800) 273-8255 or www.nationalsuicidepreventionlife.org
IMAlive: Call (800) 784-2433 or www.imalive.org
Dial Help Inc.: Call (906) 482-4357 or Text (906) 356-3337 or www.dialhelp.org
The NEDA Helpline is also available to support you - give them a call at 800.931.2237 or chat with them online (http://www.nationaleatingdisorders.org/helplinechat) M-TH 9-9 EST and F 9-5 EST. You are not alone, and recovery is possible.",,,,,,,,,,,,,,,,
148,Charliebarr,08/27/2019,Hi I'm back and Slipping ,"Hi guys, it has been a decent amount of time since I have posted here. Honestly I feel I have fooled myself that I was better because over the summer I was distracted and keeping myself busy and having fun. However, I have been back at college for a week and a Half now and after going about 3 months without purging today I purged. Along with this I find myself getting anxiety again when I have to eat or even when I think about food, I am restricting and I am already starting to feel my brain over working exercise. I signed up for boxing because treatment told me organized exercise is really good after recovery and I told myself I would go certain days but I find myself going X times a week instead. I can already see my self cracking after thinking I was doing so much better. I do not know why this is happening either I don't have a lot of stress right now and I am happy honestly. I just am confused as to were these thoughts are coming from, not to say that I am 100% happy with the way I look. Looking in a mirror still hurts my soul but not like it used to. I am nervous because school just started and it is only going to get more intense from here. I don't really know what to do to reel it i. I want to be healthy but I also feel that I need to lose weight so I feel better about myself. I think a big problem I am having is trying to find middle ground. I have a very big all or nothing mentality. Along with this I think that I still crave the control and I may be pre-planning for school to get rough. By giving myself control over this now maybe I can prepare for the bad stuff in the future. I don't know if that really made sense I'm kinda typing and thinking at the same time trying to just get my thoughts out.",_admin_moderator,"Mon,09/02/2019-7:28pm",Edited Your Post,"Hi, Charliebarr - welcome back to the forums! Your post had to be edited because it included some weight stigmatizing language. Please take a moment to take a look at our Community Guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Thank you in advance for helping to keep the NEDA forums safe and supportive, and please continue posting. :)",,,,,,,,,,,,,,,,
149,akstaab,08/31/2019,My therapist thinks I have an eating disorder,"My therapist told me that if I didn’t change and quickly, she’d call my psychiatrist and recommend he place me in an anorexia program. Sorry, I don’t know the terminology because this is very new to me.I’m 59 years old, a male, and have lost a lot of weight this year. I don’t eat very much but drink lots of water. Food and the process of eating disgusts me, but mainly I just want to disappear. I don’t deserve food. Although I’m not underweight yet, my therapist says I’m definitely malnourished. I was in the psychiatric hospital in June (I have bipolar), and after that my problem with food really accelerated.Does anyone have a comment? Am I in trouble? I am most appreciative for your thoughts.Andy",_admin_moderator,"Mon,09/02/2019-6:36pm","Welcome, Andy!","Hi Andy! We are so happy you’re here. Your post had to be edited because you included specifics about calories and weight. Please leave numbers out of it when posting on the forum. You can take a look at our Community Guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. We also want to make sure you know about the NEDA Helpline! In addition to these forums, please feel free to contact the Helpline at (800) 931-2237, open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner! And please continue posting. :)",,,,,,,,,,,,,,,,
150,onedayatatime222,08/28/2019,I am ready,"I sit here after what I hope was my turning point. I have a long history of disordered eating...that has led me to full blown bulimia. I have struggled with weight, binged, restricted, over exercised...I want to heal...I want to be happy again...I want to stop the madness. I have been unable tp share this with anyone in my life...I have been so ashamed and am hoping to connect with someone who understands and can possibly give me some resources and accountability.",_admin_moderator,"Wed,08/28/2019-6:19pm",Welcome! ,"Hi, onedayatatime22! Thank you for posting. We’re sorry to hear about what’s going on! We hope that you’re able to get the support you deserve here on the forums! When you get the chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner! Please continue posting! ",,,,,,,,,,,,,,,,
151,meagan1995,08/14/2019, New and Looking for Support,"Hi all! I'm newly entering the world of seeking treatment for years of eating disorders. It's strange to open up to myself about the realities of my experience with the disorder, much less to open up to my therapist, friends, and others. I'm wondering if anyone has specific advice or experiences they could share about coming to terms with recovery, as well as building a broad, honest, and authentic support network. My family is not supportive, and my friends are either unaware or uncomfortable with discussing eating disorders and mental health in general, so I find myself feeling lonely and isolated more often than not. I'd really appreciate any advice you all have to offer, or even just to hear about your own experiences.
Lots of love and healing!
xxMeagan",_admin_moderator,"Thu,08/15/2019-4:15pm",Welcome! ,"Hi! Thank you for posting. Please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines. If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner! Please continue posting!  ",,,,,,,,,,,,,,,,
152,alwaysthinking,08/26/2019,Slight setback?,"I'm kind of worried and a little scared and very anxious right now. I've been doing well for most of the day except for when I was doing my own choice of exposures. Yes I'm doing my own PHP again since I can't get into a hospital at the moment. I was doing an imaginal and that alone was giving me a lot of anxiety because I have a doctor's appointment on Friday where I know I will be getting weighed again, and one part of me is afraid that because I've started eating again I'm going to freak out when I see my weight. I know logically it really doesn't matter and what it really means is that hopefully I get to go on vacation later on this year and it means I got to do my ministry soon. But, as our inner voice loves to lie to us and mess with our heads of course there's a part of me that is freaking out about something that hasn't even happened yet. But for the most part I've been able to talk myself out of it using logic and get through the day. Then came supper, which made my anxiety increase exponentially, and I've been in freakout mode ever since and now I'm beginning to think I do need the hospital after all. So I really wish the one Hospital would make a decision and let me know what it is so that if they don't accept me I can start calling other ones. Because I also really want to be out of the hospital before it's time for my vacation start. I really thought I could do this on my own oh, which really isn't on my own because Jehovah God is always helping me and is always with me. And maybe by tomorrow or even later on tonight I'll feel that way again. Right now though I'm freaking out and it feels like a major setback and it feels like I just cannot do this on my own or at least without professional help I guess I should qualify by saying that. I hope I have other options. I'm just scared. Even though I know logically I still am not eating very much , it seems like it's been too much too fast. I need to get myself some space from all of this anxiety.",_admin_moderator,"Tue,08/27/2019-12:43am","Hi, all!","Hi, all! Each of your posts had to be edited due to the inclusion of detailed ED behavior, which can be triggering to others. Please double-check our Community Guidelines: https://www.nationaleatingdisorders.org/forums/community-guidelines. We want you to continue honest and open dialogues like this one, and we need your help to keep this a space safe. Also, remember that in addition to our forums, the NEDA Helpline (800-931-2237) is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner! :) Please continue posting - and alwaysthinking, try not to be upset with yourself. Recovery is a process, and not an easy one. But recovery is possible, and you’re already on your way.",,,,,,,,,,,,,,,,
153,TimeToShine,08/27/2019,update,"So i’m going to post only weekly now because I think i’m recovering but I don’t know. My life has been pretty confusing and i’m realizing a lot of things. I’m not adding weight like I should be, even though I am eating how I am supposed to. I am at my lowest weight somehow. I haven’t told my boyfriend whatsoever, and i’ve been so depressed when I should be happy that my parents are being nice, my boyfriend is making me happy, and my best friend unblocked me (but is still mad and won’t tell me what I did wrong), and my other friend finally has data in France. But I am still so sad, and want to crawl in a hole and d ( i have no clue if we can say the word but hopefully you get what I mean). I have had many thoughts, and my anorexia monster yelling at me to burn off everything and work out ‘till I pass out. Also, my trigger isn’t numbers or anything like that, but its a person. He manipulated me to think he actually cared about me and telling me so many lies. And I have to see this person next week, and I have no choice but to see him. I really hate myself. Recovery is so hard and I want to give up. TimeToShine",_admin_moderator,"Tue,08/27/2019-4:58pm",Medical Signs and Symptoms ,"You mentioned some concerning symptoms so we are posting up this list to look out for. A person does not have to be underweight to have an eating disorder or to require emergency medical care for one. Seek medical help immediately if you:• accidentally or deliberately cause yourself a physical injury• become suicidal• experience confused thinking or are not making any sense• experience delusions (false beliefs) or hallucinations (experiencing things that aren’t there)• feel disoriented; don’t know what day it is, where you are or who you are• vomit several times a day or have uncontrollable vomiting or diarrhea• experience dizziness or fainting spells• feel too weak to walk or collapse• experience painful muscle spasms• complain of chest pain or have trouble breathing• observe blood in your bowel movements, urine or vomit• have a body mass index (BMI) of less than 16• have an irregular heart beat or very low heart beat (less than 50 beats per minute)• have cold or clammy skin indicating a low body temperature or have a body temperature ofless than 35 degrees Celsius/95 degrees FahrenheitOr for any other serious medical concerns.Seek medical help soon on an outpatient basis if you:• have significant heartburn and/or a burning sensation after eating• have other gastrointestinal concerns• have high blood pressure• struggle with significant joint or muscle pain• have difficulty sleeping (falling and/or remaining asleep)• struggle with fatigue, sudden weight gain, and/or hair loss• have frequent urination or unquenchable thirst• have gained and lost significant weight repeatedly• have gained significant weight in a short period of time• struggle with chronic diarrhea or constipationPlease get in touch with medical attention as soon as possible.  Also providing you with some resources:  
",,,,,,,,,,,,,,,,
