,0,1,2,3,4,5,6,7,8,9,10,11
10,Poppymellor,02/05/2020,I don’t know what to eat,"Hi, I’ve been relapsing and recovering from an eating disorder for about a year now. Although I’m a healthy weight and even towards the right hand side of the ideal BMI, I have continued to restrict for the past year to about X calories. Although to everyone else I look like I’ve recovered I have still been religiously monitoring and restricting calories. My body is now used to maintaining its weight at X calories. Now I have taken action and decided to properly recover I am ALWAYS hungry and never satiated no matter how much I eat. However I know if I binge I’ll gain too fast and relapse properly so I am maintaining my daily recommended intake but I am putting on loads of weight from doing so. I feel like I have ruined my metabolism forever. No matter how much I want to recover it seems my body won’t let me. is there any way I can fix my metabolism? I also no longer know what is normal. I don’t know what time people eat or how much or whether they feel full? Should I still be tracking calories? Any advice would be welcomed. Thanks :)",_admin_moderator,"Wed,02/05/2020-11:33am","Dear Poppymellor, we would","Dear Poppymellor, we would like to inform you that we edited your post to remove mentions of calorie numbers, which are not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue to post!",,,,
11,Savedbygrace ,02/05/2020,Worthless,I don't belong.   I'm just a waste of space.  I don't deserve anything.,_admin_moderator,"Thu,02/06/2020-3:54pm","Dear Savedbygrace, if you are","Dear Savedbygrace, if you are in a crisis please text ""NEDA"" to 741-741 or call 1-800-273-8255. Please stay safe! ",,,,
12,msatomicbomb,01/27/2020,My eating disorder is self care?,"I have graduated out of my treatment center for almost a year now and it has been a constant struggle between recover and my eating disorder ever since. My eating disorder can sound so sneaky and logical sometimes. I have intense anxiety all the time and especially with school having started back up, my stomach is in constant knots. In treatment, I have heard that I need to trust my body, listen to what it is trying to tell me. And at the same time, don't listen to it because it is wrong and even when I feel sick to my stomach, I must eat. It is a very hard balance. And The acid reflux just compounds the struggle to eat.
So my eating disorder tells me not to eat because I'm just listening to my body and to eat would be a betrayal against my body. To eat would be a violation. I guess I also have connected my trauma to the act of eating as well. So in my disordered brain, I think I am taking care of myself by not eating. Even though I know to eat is to nurture. To eat is to care for myself, to fight against the trauma. It's all so confusing.
So I guess I'm wondering, does anyone know how to balance these two sides? How to eat despite the fact that my body seems to be screaming ""NO""? Is it about forcing? I feel myself slipping backwards quickly now and it scares me. Eating disorders can be so lonely so if anyone can relate, to hear from you would be appreciated.",_admin_moderator,"Mon,01/27/2020-3:50pm","Dear msatomicbomb, we would","Dear msatomicbomb, we would like to inform you that we edited your post to remove some language about trauma that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,
13,rungirlyogi,02/04/2020,Elite Runner No More,"Sharing my story in the hopes someone else out there has gone through a similar journey and can give me some hope.Also lots of these posts I see are from girls in high school or university. I am in my mid-twenties and dealing with this. In some ways I wish this happened to me when I was younger.. I would be living a better life already, at least that's what I think.I'll tell you my story: When I finished uni, I got into running. At first it was just a fun hobby to feel good.. but then I became very very good. I reached an elite level. As a result, I started taking pride in my nutrition. I became an extremely healthy eater.. which then led to me deciding to become a plant-based athlete, and I cut out all animal products, meat, etc. As my times continued to drop, so did my weight. I was getting so many compliments from people noticing how fit and fast I was. Then I got a bone injury.. my first ever. During this time I was even more rigid about my eating.. 8 weeks of pool running later, I was back running and no setbacks. Funny how history can repeat itself.. a year later.. I got my second bone injury (Feb 2019).This time I did not cope well. I spent 3 months relentlessly pool running, waiting for the bone to heal.. and when it finally did, my mental health was not in a good place. I suddenly became so insecure I thought I had put on so much weight ( I didn't but in my mind I thought I did)... started hiding from friends, training partners, etc. as I didn't want anyone to see me.. this is when the binging episodes started. I felt lost and alone in this struggle to put myself back out there, but by isolating myself and ""waiting to lose weight.. I just ended up gaining MORE weight.I didn't want to tell anyone what was going on.. so after 3 months of dealing with binging.. which at the time was very small episodes.. I called my parents and told them everything. Immediately they told me to come home and they'd help me. BIG MISTAKE. I gave up my life and then had to swallow my pride and live with my parents. I became even more depressed and for 2 months with them, I became even more out of control with my eating. Some days I felt suicidal.Finally I got out of their house, moved cities and have since reached out to sports psychiatrist, sport doctor, ED dietician, counsellor etc. 6 months later, the binges are less, but I have had the hardest time getting back to my  passion: running. I have had injury after injury. I think when i was in a state of energy deficiency for so long, my muscles, bones, soft tissue were weakened.Now: I am bigger than I ever have been! I mean I look like a strong athlete, but not like the lean, toned, slim runner I used to be. It's shocking!!! Each day I am trying to be kinder to self, and accept the new person I am. Its incredibly difficult and I wonder if I'll ever get back to my old self, the girl I used to be before the ED took hold of me. I  also must mention my body went through hell. When I first started gaining weight from binging it all went straight to my stomach.. over time it has distributed.",_admin_moderator,"Tue,02/04/2020-4:09pm","Dear rungirlyogi, we would","Dear rungirlyogi, we would like to inform you that we edited your post to remove language that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding. We also would like to pass on some resources since you mentioned feeling suicidal. This number is really important to have: (800)273-TALK(8255).If you don't feel comfortable talking, please text ""NEDA"" to 741741 or visit one of these websites:
Please stay safe and continue to post! ",,,,
14,ventussama,01/27/2020,Gaining weight,"Hey I’m a young dude who has been in recovery for 9 months. I have an ideal weight that I have been maintaining for many months, up until today when I accidentally looked in the mirror and got weighed at the doctors office. I feel like I’m way above my ideal number and I ended up crying in my car. I keep having racing thoughts about my current weight and have had relapsing on my mind.",_admin_moderator,"Mon,01/27/2020-8:19pm",Welcome and take care!,"Dear ventussama, welcome to the forums. Your post had to be edited to comply with our Community Guidelines, which can be viewed here: https://www.nationaleatingdisorders.org/forums/community-guidelines. Specific numbers such as weight are not allowed on the forums as they can be triggering to others. Please take a moment to review the guidelines, and please continue posting! We also want to make sure you know about the NEDA Helpline. In addition to these forums, please feel free to contact the Helpline at (800) 931-2237, open Monday-Thursday 9AM-9PM EST and Friday 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner. Recovery is possible and we hope you find some support here!",,,,
15,MuzikMuse500,01/22/2020,Relapsing,"So I'm relapsing and I dont even want to fight. I feel like I'm giving up on life. I'm eating less and less and have lost weight but I'm scared to weigh myself because it never helps. My husband is at his wits end trying to make me eat more. I feel super sick but I don't look it so I don't feel like I deserve help. Its all because I saw my weight a couple weeks ago and freaked out. I hate this and sometimes i hate myself, I wonder sometimes if God hates me too.",_admin_moderator,"Mon,01/27/2020-10:36am",MuzikMuse500,"Hi MuzikMuse500 - we’re so sorry to hear you’ve struggling with these feelings. You mentioned some concerning feelings, so we wanted to make sure to post information about resources if you need support:Please take care of yourself. You are not alone",,,,
16,Dmadgg99,01/24/2020,"Nausea, Extreme hunger, and chills...am I okay?","Hello! After going back and forth for 5 years with my eating disorder I'm seeking professional help. I've been trying to self-recover but I don't think I'm getting enough calories. Yesterday I thought I ate enough but I couldn't even sleep last night because I was hungry. I got up at 2am to try to eat something but everything was so unappetizing to me so I was basically forcing food down. This morning was no different when I was eating breakfast everything on my plate didn't taste appetizing. Even the thought of food/looking at it makes me feel nauseous which scares me because I'm trying to recover and feel normal.This morning I felt nauseous after eating. The thought of food made me feel sick. All I want to eat is certain foods. Dreading lunch where I know I'll have to eat another thing and feel sick eating it. Lunch was similar in that I was forcing down food because I knew I needed calories, but I felt nauseous at the thought of food. I could not take down much. At this point, my nausea from everything slowing shifting into my ""extreme hunger"" phase. This wasn't the first time I experienced extreme hunger, and both times although I was somewhat starving, I wasn't open to eating all types of food and some foods made me nauseous/sick even though I was hungry.
told my parents and they got me a meal. While I was waiting for the food from the store, I made myself a snack so I could have something. I drank half before I got light headed ans got chills and needed to be under 2 comforters. While in bed, the meal was brought to me and I tried to eat it. After a bite I couldn't keep it down and felt like I was going to throw up. Please tell me this is normal because I'm scared and I want this to be over and I want to feel well.",_admin_moderator,"Sun,01/26/2020-11:57pm",Medical Symptoms,"Hi Dmadgg99 - you mentioned some concerning symptoms in your post, and we wanted to affirm that this is a sign for which you may need to seek medical attention. The following are just some of the signs of a serious problem that demands immediate medical attention:
If you experience anything above, we highly recommend seeking help from a medical professional as soon as possible. Seek medical help soon on an outpatient basis if you:
We also wanted to let you know that we edited your post to remove mentions of specific food items. Please review our community guidelines here. Please do not hesitate to call the NEDA helpline at 1-800-931-2237 (Monday-Thursday 9:00am-9:00pm, Friday 9:00am-5:00pm EST) if you need help finding resources, and take care.",,,,
17,Savedbygrace ,01/22/2020,Blue 44,I'm sorry you are struggling.   I hope you're doing better than earlier.   It  was an exhausting day.  I went to the assessment for behavioral health and I start php Friday at 8:30.  It didn't help I woke up at 5:30 this morning.   My depression is weighing on me like a blanket made out of cinder blocks..,_admin_moderator,"Wed,01/22/2020-7:42pm",Concerning feelings.,"Hi, Blue44. Your saying “I don’t want to live” concerns us - please know that the following resources are available to you if you need support:
Please take good care of yourself, and please continue posting. We hope things get better soon.",,,,
18,kalicomes,01/26/2020,Spouse support,"Hi, I struggle with swings from anorexia to compulsive overeating, or just generally abusing my body with food. For the last five years, I have been eating only fast food and non-nutritional food. At the beginning of January, I decided I wanted to get healthier. I eliminated some types of foods. I did decide to have one day a week that I can maybe eat a dessert or restaurant food, so that I can maintain balance and not start practicing my anorexia again. My husband was on training for three weeks and just got home Friday night. Last night, he said that he wanted to order delivery. I suggested delivery from a healthier option he only wanted X food. I wanted it to be enjoyable and not have to order from two different places, which wouldn’t come at the same time, so I caved and order two very unhealthy options. I immediately felt pain in my stomach and had indigestion. I brought it up to him, explaining that I am not strong enough to say no, and he shouldn’t have brought up ordering out, then also forcing me to order from that place. He said he should be allowed to have X food whenever he wants, and what is the compromise, I said that I was out 5 hours during the day, he could have eaten the X food when I wasn’t home. He said, “but I wanted it for supper”. It turned into a huge argument and he still says that his opinion is he can eat X food whenever he wants. He doesn’t get it and I don’t know what to do. I have an addictive personality and one mistake can turn back into 5 years of abuse to myself. This was his first day back from training and I feel like he could have been more supportive, he disagrees. We are now at a standstill and I don’t know how to resolve it. I am so hurt and disappointed with his reaction. I feel like he is being really selfish and putting a desire for X food above my health. I agree he should be allowed to eat X food whenever, but a) perhaps he could have waited until I was further along in my progress not his first day back b) I think he should eat it, but not suggest ordering it to me. While he was gone, I did a really good job at working on cravings and making good choices. I did express my fear of him returning and me sliding back into unhealthy choices, so I have expressed my needs prior to this happening. Any advice?",_admin_moderator,"Mon,01/27/2020-12:02am",Edited your post,"Dear kalicomes, we would like to inform you that we edited portions of your post to remove mentions of specific foods that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,
19,thetimetoliveisnow,01/16/2020,Embaressment at home,"Hi all!I'm really struggling with the refeeding process while living at home. My hunger is insatiable; I can never get full, and it's mortifying. I'm so hungry, but I'm so embarrassed by how much I'm eating/want to eat around my family, who all work from home. They know I had anorexia, but I don't think they realize that I'm STILL recovering and that I need more food/nutrition (I didn't realize this until about two weeks ago, myself, when I finally acknowledged how hungry I was and that I was still restricting even though I thought I had finally achieved my ideal body weight. Since, I have let go of that feeling of an ""ideal body weight"" and am just trying to get better so I can live my life). So regarding my embarrassment at home and around my family--what can I do? How can I make them believe me now when in the past I've been so wrong about food? Xoxo, thetimetoliveisnowP.S.
A bit about me: I'm 22 years old and taking a year off from college. I'm working and traveling for pleasure, intermittently. I've been suffering from AN for the past 3.5 years and am trying to recover.",_admin_moderator,"Thu,01/16/2020-3:54pm",Welcome! ,"Hi, thetimetoliveisnow! Thank you for posting. We hope that you’re able to get the support you deserve here on the forums! When you get the chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines.  If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner!  Please continue posting!  ",,,,
20,iwanttolive,01/20/2020,alwaysthinking,"Hi.  I just lost what I posted.  Urgh.   I was saying...you are awesome.  You are so compassionate and caring.  Thank you for your response to my post.  How are YOU?  How is your ministry?  How is the depression?  Are you feeling any more motivated?  I want you to know that I am here for you, anytime.  And thank you.iwanttolive",_admin_moderator,"Wed,01/22/2020-2:55pm","Hi alwaysthinking, it sounds","Hi alwaysthinking, it sounds like you are going through a difficult time and we want to make sure you have these resources. This number is really important to have: (800)273-TALK(8255). If you don't feel comfortable talking, please text ""NEDA"" to 741741 or visit one of these websites:
Please stay safe!",,,,
21,RetroactiveGuardian7,01/15/2020,Flare ups,"I was first diagnosed with an eating disorder 20 years ago when I was 12, then I was hospitalized for several months when I was 18 and spent several years in therapy with an eating disorder specialist. I learned a lot and gained a whole toolbox full of coping mechanisms and for over a decade I've been dealing with it on my own. That little voice is always, always there, but I've gotten really good at telling it to shut up. Sometimes though, I still have like these flare ups, like suddenly falling back into it and giving in to the voice telling me ""don't"". But i was always able to get back to a healthy lifestyle again, even though the voice never goes away. But I've always been ob my own so it never affected anyone except me. I've been stuck in one of these flare ups for about a month, but now i have a family and what I'm going through affects way more than just me. I know there's no quick fix or easy solution,  trust me I know this, but if anyone has any advice about how to get myself back on track this time? I'm not even really sure what I'm looking for, I just wanted to talk to people who understand. Thanks, all.",_admin_moderator,"Thu,01/16/2020-3:53pm",Welcome! ,"Hi, RetroactiveGuardian7! Thank you for posting. We hope that you’re able to get the support you deserve here on the forums! When you get the chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines.  Here's a page on recovery and relapse: https://www.nationaleatingdisorders.org/learn/general-information/recovery.  If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner!  Please continue posting! ",,,,
22,alisonmarie,01/16/2020,Nutritious food in recovery,"Hi everyone!I was wondering if anyone else has had a similar experience or if this is uncommon. I've been doing research but haven't found much info. Prior to going into intensive treatment for anorexia after struggling for 10 years, I used to love ""highly nutritious foods"" - usually plain - I loved it. Since coming out of recovery and doing very well, I find I actually get turned off of foods like this. My mom gets so frustrated now every time she makes a nice meal for me that is on the more nutritious side because I legitimately struggle to get it down. Not because I'm afraid of it just because it actually grosses me out! I genuinely would find it easier now to throw back some fast food than a more nutritious cooked meal (which is totally against how my ED voice would have been before).Is this normal? Has anyone else experienced this? I'm trying hard because obviously I know I need to have a well rounded diet but lately it has been a struggle!Thanks in advance :)",_admin_moderator,"Fri,01/17/2020-10:06am","Dear alisonmarie, we would","Dear alisonmarie, we would like to inform you that we edited portions of your post to remove language that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,
23,aabritts,01/15/2020,Is this normal?,"I am currently in the stages of recovery and am seeking professional help.  I am so pleased with my progress with food and am sticking to my regular eating plan - I haven't purged or binged for over 2 months now.  I am in a new relationship and feel so content, but I am really really struggling.  I can't control or regulate my emotions - one minute I am on a manic high, and the next I am so low I can't even move.  I seek other ways to punish myself, like hurting myself.  I just need reassuring that this is just the road to recovery and I am not completely bonkers.  I just want to be happy and proud of my recovery, but at the moment my mood just seems to be getting the better of me. I don't want this to affect my relationship.",_admin_moderator,"Wed,01/15/2020-12:25pm","Dear aabritts, we would like","Dear aabritts, we would like to inform you that we edited your post to remove language that could be triggering to other users. You can review our community guidelines here. We are also concerned about your safety. These numbers are really important to have: (800) 273-8255 and (800) 366-8288 or text ""NEDA"" to 741741 immediately for support. You can also find immediate support through these websites:
Please stay safe and continue to post! ",,,,
24,Savedbygrace ,01/11/2020,Blue 44,How are you doing since your post? Were you able to stay safe?  I've been thinking about you.,_admin_moderator,"Mon,01/13/2020-1:48am",Blue44,"Hi Blue44 - we’re so sorry to hear you’ve been feeling like this. Since you mentioned some concerning feelings, we wanted to make sure to post information about resources if you need support:
Please take care.",,,,
25,Blue44,01/10/2020,I want to disappear ,I’m very upset. I don’t think I will be able to eat anything else today because I’m so upset. I just want to disappear.,_admin_moderator,"Fri,01/10/2020-4:34pm","Dear Blue44, please text ","Dear Blue44, please text ""NEDA"" to 741-741 if you are in a crisis. Please stay safe! ",_admin_moderator,"Mon,01/13/2020-1:55am",Blue44,"Hi Blue44 - you mentioned some concerning feelings, so we wanted to make sure to post information about resources if you need to reach out for support:
Please stay safe and take care. You are important, and you are not alone."
26,hanoigirl,01/09/2020,Worried,"Hello everyone,I've never posted on a forum before so I'm a little bit scared but basically.I am 26 and when I was 15 I suffered with Anorexia for a few years and then it has been off and on since then but never as bad as I was when I was younger.However, in the past 2 years, I started to binge and purge to control my weight and I was going through a bad time with my boyfriend and I think that made me do it as well.  I'm really active and enjoy sports and eating healthy but I can't seem to stop the binge and purge cycle.  I have a great job, circle or friends and life at the moment so it seems to be getting in the way.  About a year ago, my periods stopped and I'm now worrying that it will affect my chances to have children.  The doctors said I have a low heart beat and I am sometimes out of breath easily and experiencing heart burn.  I can go weeks with out a binge and purging but then as if out of nowhere (normally when I'm home alone) I do it again and can be doing it every day.  I told my boyfriend but he doesn't really understand and sometimes, my mood swings are crazy and I don't know if this is related. Sometimes, I just wish I had someone to talk to who understands what I'm going through.  Anyway, I just wanted to know if anyone had any tips how to stop the binge? What techniques do you all use that you find helpful ad work for you?Thank you for reading.",_admin_moderator,"Thu,01/09/2020-11:35am","Dear hanoigirl, Welcome to","Dear hanoigirl, Welcome to the forums! Some of the symptoms you brought up are concerning. The following are just some of the signs of a serious problem that demands immediate medical attention:
Seek medical help soon on an outpatient basis if you:
Please stay safe and continue posting! ",,,,
27,Savedbygrace ,01/01/2020,Therapist ,"So I'll probably go to the hospital tomorrow. Living is so exhausting right now, and my husband has to get me to eat.  I just want the pain to end.  I'm so tired of dealing with all this.",_admin_moderator,"Sun,01/05/2020-11:30pm",Savedbygrace,"Hi Savedbygrace- we’re so sorry to hear you’re feeling exhaustion and pain, and hope you get the support you need. You mentioned some concerning feelings, so we wanted to make sure to post information about resources if you need support:
 Please know you are not alone, and take care of yourself.",,,,
