,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10,lachingona,10/12/2021,overcoming a trigger,"I'm working in baby steps toward recovery from orthorexia/EDNOS and I've been progressing very well and have honestly been proud of myself. I've gained some weight since starting this recovery journey in July and have since been in a relationship with someone I love very much. I know they love me as well and love my body for how it is. They have never had an eating disorder and has been naturally slim and muscular for all of his life. The other day, he made a comment regarding his own body and how he noticed his stomach is ""chubby"", which ultimately triggered me. I'm very private with my eating disorder and he apologized for his insensitivity and really thought about how that affected me. Despite his compliments of my body, ever since this happened (last night) I have felt so bad about myself and don't want to hold onto this because it's done and over with. I just feel so upset with myself knowing that I have belly fat now because of my recovery weight gain and that I used to have a flat stomach that he will never get to see, even know he met and fell in love with me with the body I have now. Does anyone have any tips on how to combat triggers or situations like this?Thank you, much love and peace xoxo",_admin_moderator,"Wed,10/13/2021-2:03pm",Welcome! ,"Welcome to the forums! It's great that you are posting and we are here for you! We did want to let you know that we had to edit your post to remove weight numbers, which can be triggering for others. This violates our community guidelines where you can check them out here. Keep posting!",,,,,,,,
11,Allexkat96,09/26/2021,I feel I will never get control ,"I have had a food addiction/binge eating disorder for longer than I can remember. I can't put my finger on a time in my life that it started just when I realised, and that was about 3 years ago, im 25 now. I don't know how to begin recovery but I want it bad. I want to be healthy and not have such an obsession over food. I wanna just eat to live and not the other way round. Because of covid and being at home all the time I have put on about X pounds. despite my ED was able to maintain a relatively healthy weight. Now however I don't wanna leave my house, im obese and all I think about is food and crave the feeling of being full. I guess I need help on where to start or maybe some tips to recovery. TIA",_admin_moderator,"Mon,09/27/2021-12:16am",Allexkat96,"Hi Allexkat96, welcome to the forums. We’re glad you’re here. We slightly edited your post to remove a weight number - you can review our community guidelines here.  If you need assistance finding resources, we encourage you to contact the NEDA Helpline at 800.931.2237 M-Th 11am-9pm ET and F 11am-5pm ET. Additionally, you can chat with us online M-Th 9am-9pm ET and F 9am-5pm ET. Please don’t hesitate to reach out and take care.",,,,,,,,
12,djinniboo,10/07/2021,I really need help..,"Hey guys...
I am a 47 year old anorexic woman. I had anorexia in my teens, which I had to be hospitalized for. I am normal height and I got down to a very low weight. At age 17, I got help and started recovery. I was under the assumption that I had fully recovered because I was able to eat intuitively throughout most of my adult life. But there were a few periods where I fell back into anorexic behavior, so my trajectory should not be too surprising.
2 years ago I got out of an abusive marriage. Like many people who suffer from eating disorders, I have experienced trauma. My parents were alcoholics, I was sexually and verbally abused and I have endured 3 divorces, not to mention the 6 divorces my mother went through while I was growing up. Stability was in limited supply and, put mildly, I have been through hell.
So, after the domestic violence incident in 2019, I spiraled back down into anorexia. Unfortunately, I cannot seem to find my way back out of it. I have a daughter, so I worry what influence this might have on her. I am currently receiving counseling but can't seem to stop. I count calories obsessively, overexercise, cut up my food, consume caffeine all day... you guys know how it goes. But I am angry at myself because, while I know that what I am doing is harmful and desperately want to stop...I just can't seem to.
I need help. This is impacting my ability to function. The only part of my life that seems to be thriving is my family life (for which I am grateful), but I wonder what affect this is having on them?
Incidentally, I am a very thin (but not dangerously underweight) woman, so no one outside of my family or therapist would suspect I struggle with this. Truth be told, I am of two minds. On an emotional level, being thin is satisfying. Note the word FEEL. It makes me FEEL attractive and FEEL like my life is in control. However, I KNOW (logically) that the feelings of control are an illusion, I KNOW that I am probably more attractive when my skin has color and I'm healthy and I KNOW that this is destroying me from the inside out. So, if I know this, why can't I stop?! This obsessive cycle comes at the cost of hurting my family, not to mention MYSELF. I always feel cold, I've lost so much hair, I am unable to sleep or concentrate and I'm destroying my body from the inside out. No one should feel happy when they see their ribs and chest bones! This is really difficult. I want to have my life back. I miss eating food and feeling FREE and happy.",_admin_moderator,"Fri,10/08/2021-2:15pm",Welcome Djinniboo ,"Welcome to the forums! It's great that you have the courage to share your story! We did have to slight edit your post to remove weight which can be triggering for others. This violates our community guidelines, You can review them here. If you feel like you need to reach out to someone, NEDA is here for you. the NEDA Helpline and online chat is here for you. You can call 800-931- 2237 or chat, https://www.nationaleatingdisorders.org/helplinechat  to discuss support options. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET. We hope you find the support you are looking for and keep posting!    ",,,,,,,,
13,2Healthy4me,07/10/2021,My OB-GYN exam left me in a Bad Space yesterday..............,"Firstly, I went to see my OB-GYN yesterday. We discussed my fibroids. Good news is that they are smaller then when evaluated a few yrs ago. Then , of course, like every OB-GYN exam, which is always so intimidating to me. I Never have adjusted to this invasive type of annual exam.Good news is the Dr said that everything LOOKS OK but if begin having a severe period or painful abdominal that I must race to the ER where they may do a spring cleaning of my old lady parts and then that shall be the end of that problem once and 4 ALL.....The bad news is that I have gained a lot of weight since she saw me last. I felt Very Ashamed sitting naively and having this bad news thrust upon my ears and then my stomach began to tighten and I thought that I would race out to the nearest bathroom and purge. Secondly, it felt like my restricting ED was triggered all over again from the bearer of this scary, truthful news about my issue of having become overweight in the last few yrs since she had seen me last.I last saw her when I was at the ER for severe pain in my stomach. My med chart states that I actually had a diverticulitis flare up and was internally toxic. I felt so bad, the EMT had to remove my IV so I could run and throw up in the nearest bathroom. This rude woman blocked my entrance to the toilet and held a plastic bag for me to throw up into. I couldn't speak OBVIOUSLY-duh, so I had to go around her rude road block. It actually felt like such a relief to rid myself of these acute toxins from my belly. That day was the 1st time the OB-GYN came in to discuss my other problem currently haunting my womanly organs. Well, I am just a little more aware of my weight as I have now heard the real news that I have gained a new pet donkey, and lost my feeling of self control and this feels scary to me. Lastly, I am actually feeling more goal oriented to be careful of what I place into my mouth  and I'm sure I will be relapsing into a full fledged case of restricting behavior. I'm sure I will feel much better when the local pools re-open, and when I find a gym to tone and sculpt my muscles which were in great form just a year and a half ago.Oh well for now. The bitter Truth is Not sweet 4 me. The truth about my Covid weight gain feels like a fulcrum in my attempt to get healthy. Once I get the Go Ahead from the recreational facilities in my local area, I will be exercising once again.I hope that you all are working on your plans for achieving a healthier YOU and keep up the great work....",_admin_moderator,"Mon,07/12/2021-2:43pm","Dear 2Healthy4me, we would","Dear 2Healthy4me, we would like to inform you that we edited your post to remove language that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post!  ",_admin_moderator,"Wed,09/29/2021-2:03pm",Hi Gaulithan!,"Hi Gaulithan! It's great that you are posting and offering support for others, however we did have to edit your post to remove links. This violates our community guidelines. You can review them here. Keep posting! ",,,,
14,2Healthy4me,09/23/2021,I Finally Returned to My Onsite Job Today,"I felt anxious before checking for my day's work assignment.I checked and just when I thought I had not seen any jobs for the day, I found one that fit my schedule today.I found that in order to feel full,  and energetic, I must eat breakfast,  at least 1.5 hrs before I leave for work. I also take vitamins and a supplement. I am slowly increasing my supplement month by month. Then when I walk at night, before dinner.When I arrive home, usually this is dinner time.I feel so tired straight through my walk,I think I have self induced TMJ now.Oh well, gotta go chew my gum.Bye, take care all of you forum writers.  4 blocks round my neighborhood. I chew a super minty gum until my jaw can't chew no more...I chew gum at both of my jobs too.I am adhering to my choice of healthy meals, and watch Netflixfor the rest of the evening, after work from my PM retail job.I am now going to bed earlier, than during Covid Recess.My lights are out by 10PM, and I'm sleeping well for now.I still have 2 totally different jobs, and lots to workis a good thing for my ""Living Budget"".",_admin_moderator,"Fri,09/24/2021-9:21am","Dear 2Healthy4me, we would","Dear 2Healthy4me, we would like to inform you that we edited your post to remove language that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,,,,,
15,Fidget1087 ,09/18/2021,Resources for financial assistance for treatment,"I'm currently experiencing a full relapse of anorexia. My doctor has stated that at this point in my illness, it would be best for me to seek inpatient treatment. However, I am self employed (I teach piano) and if I take 3-4 weeks, I don't get paid. On top of that, my husband makes very little. We can only just afford bills as it is. I'm exploring intensive outpatient as an option as well, but even that would interrupt my schedule for teaching. No matter what way we go, it's looking to be difficult for us to afford the level of care I need. I'm overwhelmed and depressed and don't know what to do. Does anybody know if there is any sort of financial assistance that exists for inpatient treatment. We do have insurance, but I don't think it would cover much of it. Thanks in advance.",_admin_moderator,"Mon,09/20/2021-10:29am",Fidget1087,"Hi Fidget1087, welcome to the forums. We’re sorry to hear about what’s going on. We encourage you to reach out the NEDA Helpline at 800.931.2237 M-Th 11am-9pm ET and F 11am-5pm ET for help finding treatment options and support. Additionally, you can chat with us online M-Th 9am-9pm ET and F 9am-5pm ET. Your recovery matters, and we hope you stay safe and take care. ",,,,,,,,
16,elleelle,09/01/2021,"goodmorning, sad girl from italy","goodmorning,
i am so sad becouse all of my hair is falling.... all. do you think they will be fine once I will have my hormonal balance back? please help I am so concerned...and I feel lonely.. nobody understand me.",_admin_moderator,"Mon,09/20/2021-10:31am",elleelle,"Hi elleelle, thank you for posting on the forums. We’re sorry to hear about what’s going on, and encourage you to speak with a medical provider about your concerns. Your well-being matters – please feel free to continue posting, and we hope you stay safe and take care. ",,,,,,,,
17,herestotrying,03/29/2021,Anxiety ,"I am new to this chat style forum. I am reading a book to help begin recovery for binge eating and emotional eating and they recommend talking to people as a line of support. I figure, confiding in people who understand what I am going through would be more beneficial than confiding in family who may not fully understand.I overeat compulsively and it is so difficult to stop. As soon as I get a craving I have to satisfy it, anyone else? How do you just fight that craving and say no? I am tired of being consumed by food. I want to eat to live, not live to eat. I suffer from clinical depression and anxiety and I know that contributes but what else weighs us down in life? What other feelings am I holding on to that I need to release, to be freed from binge eating??Hugs",_admin_moderator,"Wed,09/15/2021-2:43pm",Hi Alcina!,"Hi Alcina! It's great that you are posting and offering support for others! We did have to slightly edit your post to remove links, which violates our commmunity guidelines. You can view them here, https://www.nationaleatingdisorders.org/forums/community-guidelines Keep posting!",,,,,,,,
18,kechull,09/15/2021,No Idea where to go for help,"I began seeking help back in April and because I work night shift, the residential program they were going to send me to had a hard time contacting me and bumped me off the list after two missed calls 30 minutes apart. I finally got back into the loop and had to get all my tests redone, which only made me feel invalid since I had shifted from UW to only slightly UW from daily b/p. There has been little to no follow up since I got my tests done and i haven’t been able to get a therapist either. I just don’t even know if I care anymore but I can’t keep cycling between too unhealthy to do the bare minimum at work and spending $50 on binge food in a single sitting.
I don’t know. I just am not having a great time and don’t even know what steps to take to make anything better. Ive tried calling the NEDA helpline or other behavioural health services in the area but no one is ever on the line and when i do get someone, i get directed to someone that’s “in a meeting and can’t speak to me right now but if I leave a message they will definitely surely 100% get back to me right away and definitely not delete my message and move on. i’m just even close to calling the suicide line to get any semblance of resources for me to go to. I just want any information or resources at all.",_admin_moderator,"Wed,09/15/2021-2:30pm",Hi Kechull!,"Hi Kechall! The forums are always open and here for you. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET. If you browse the NEDA website and look under the ""Help & Support"" tab, there are some options to check out for finding support near you or where to start or free & low cost support. The forums are always here and we hope you keep posting!",,,,,,,,
19,philodendron.pal,09/13/2021,I've never thought about recovery before,"I feel like instead of working towards recovery, I've just settled on learning how to manage my disordered eating. Since middle school and being introduced to the food pyramid and food tracking, it was a downhill spiral from there and I started purging  + severely restricting what I ate. That was over 8 years ago, and now I've stopped purging (and I have gotten over some of my fear foods!), but I still can't stop myself for having these destructive thoughts about eating/me deserving to eat that cause me to just completely throw out a meal in the middle of cooking it or cry over the fact that I bought one type of food instead of another. I acknowledge that I use restriction as a way of harm towards myself as well. I've been to therapy before about anxiety and other issues, but I never fully brought up my ED because I thought ""I need to get through my other problems first"" or because the therapists I've been to specialize in something else I was struggling with. I've also had super bad experiences with therapists lately where they seem frustrated with me, so I'm scared for a bit.The only reason I bring all this up now is because I know that my friend has been struggling with their body image, and I have no idea how to comfort them or the right things to say and I'm scared about making things worse or watching them spiral into an ED. I've talked about body neutrality with them, but I don't think that's helpful. I'm even scared just to tell them fully that I've struggle with an ED because I know for me, competition is a big driver (ex: ""they didn't eat today, so I shouldn't"") and I don't want to trigger them in anyway or shift focus away from them in any way. I also know how useless it can be to hear ""oh but you're beautiful!"" when talking about your body, cause our thoughts are so persistent.how can I help my friend + how can I help myself? (thank you for reading)",_admin_moderator,"Mon,09/13/2021-4:17pm",Welcome! ,"Hi! Thank you for posting. We’re sorry to hear about what’s going on! We hope that you’re able to get the support you deserve here on the forums. We made an edit to your post as specific details might be triggering for others. When you get the chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelinesYou mentioned some concerning feelings, so here are some resources you can reach out to: 
 If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. Phones are open Monday-Thursday 11AM-9PM EST and Friday 11 AM-5PM EST. Our Click to Chat is open Monday-Thursday 9AM-9PM EST and Friday 9AM-5PM EST. You can click the chat now option at the top right hand corner! Please continue posting and stay safe.",,,,,,,,
20,workingonitc19,09/08/2021,Gained weight.,"I've been in college for about a month now. My binge eating and exercise purging got really bad. I've gained weight and I can't stand to look at myself in the mirror. I've never been so emotionally broken in my life. I can't get my binging and purging under control. My mom wants to take me out and make me go to inpatient (I'm a year ahead in school so I am a freshman in college at 17, so she can legally do that) and I don't know what to do. I need help. I'm tired of looking in the mirror and having a full mental breakdown (leading to more binging) but I have an intense major and a semester off could really set me back. I don't know what to do.",_admin_moderator,"Thu,09/09/2021-10:38am","Dear workingonitc19, we would","Dear workingonitc19, we would like to inform you that we edited your post to remove the weight number, which is not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,,,,,
21,kcporter6,08/20/2021,dreading life without an ED,"Simple version: I want to want to recover. But I also want to stay sick. I've seen people say ""I don't want to shrink myself"" or ""I want to live my life"" and I want to feel like that but I don't. Did something change for them? or are they just faking it to make it?Long version: I have no idea how to WANT to recover. My family has pushed/forced me in the past, but ultimately I ignore them. People have told me that I have an eating disorder, but I stay seeking validation, looking for ""sick enough"". I don't want to burden the people around me with the bullshit that comes along with EDs, but I'd still rather be dying than recovering. I want to want to be better. I don't know how to recover with so little motivation or self-esteem (but not none). I don't have hopes or dreams to come back to, I don't want to face life without my eating disorder. Currently I'm using excuses. I'm not severely restricting like I was, it's not that bad, it's under control, it's just dieting, etc etc etc etc etc. I keep saying I am just fine with living with an eating disorder for the rest of my life, that nobody will be able to help because I don't even want to help myself. But a teeny, tiny part of me knows that long-term EDs are not ideal. They are the opposite of ideal. I don't want to be sick but it's the easiest thing I know. Additionally, a little bit unrelated, I was diagnosed with Borderline personality disorder a little while ago, and knowing it commonly co-occurs with eating disorders, I wanted to start a discussion. I feel like if I give up an eating disorder, I'll have to adopt a new self-destructive habit like alcohol abuse. It's like I don't know how to cope with my own life. If anyone has any advice or comments, I would so appreciate it!! Anything to feel a little less lost.",_admin_moderator,"Fri,08/20/2021-10:06am",Resources ,"Hi, thank you for posting and we hope you get the support you deserve. You had mentioned some concerning language in your post so we would just like to pass along some resources you can reach out to: 
Please take care. ",_admin_moderator,"Tue,09/07/2021-2:01am",EphWhyEye,"Hi EphWhyEye, we are sorry to hear about what’s been going on. Your post mentioned self-harm so we wanted to post the following resources: For more support, you can contact the NEDA Confidential Helpline: 800.931.2237 (M-TH 11am-9pm ET, F 11am-5pm ET) or use the NEDA Online Chat  Monday to Thursday 9am to 9pm and Friday 9am to 5pm. Stay safe and keep posting.",_admin_moderator,"Wed,09/08/2021-4:00pm",Hi AdultingBoo! ,"Hi AdultingBoo! It's wonderful that you are sharing your story and offering support to others. However we did have to slightly edit your post to remove specific people, which violates our community guidelines. You can view them here, https://www.nationaleatingdisorders.org/forums/community-guidelines. Keep posting! "
