,0,1,2,3,4,5,6,7,8,9,10,11
10,fr053n,10/07/2021,"New to ‘recovery’ for the first time in years, am I close to being recovered?","Hi everyone, I’m new here and am currently celebrating 100 days binge/purge free! For background, my ED started 14 years ago when I was about 14 years old (wow, that’s half of my life!) I started out copying my sisters habits, who unfortunately suffered from a bad case of anorexia. I initially thought I was just losing the extra weight but it spiraled into a new lifestyle and way of thinking about myself and any interaction with good that I had. I became more reclusive and wouldn’t join others for lunch, dinner, etc. but my ED was more important to me. As I started my senior year of college, I met my first boyfriend, who ensured me that gaining weight would be better for me and that I would look much better. At the time, that and an antidepressant was all it took for me to let go and finally be okay with gaining weight. In just few months of intense binge eating (or maybe this was refeeding), I gained some weight. I couldn’t get enough sugar or carbs and would eat until I was stuffed every day. Fast forward to having a full time job, I found solace in my old eating habits and dropped a lot of the extra weight pretty quickly. I settled into a rather healthy weight for me and my eating fears seem to have calmed down, as I realized how much food it actually took to gain weight. Over the years, as I got more stressed out at my job, I seem to have slipped back into obsessing over extra calories. And this time, it came with the disgusting addition of sometimes purging after I “overdid it” (at the time, I didn’t consider it a binge.) I think it’s interesting how slowly it developed, almost tricking me into thinking I hadn’t changed at all. But it was slow the first time around as well.It took a turn for the worse when I mixed alcohol into the equation and became more concerned about my daily drink(s) than my body weight or appearance. But not entirely. I became what is apparently known as drunkorexic, where I would save my calories for the alcohol I would consume. Because I still wanted to stay thin, no matter how unhealthy. As the drinking become more of an issue, the hinges would happen more frequently, and so would the purges. Eventually, I was bingeing and purging up to 4 times a day and would plan my entire day around eating and where to throw it up. Now it wasn’t a slip up anymore, it was pre-meditated. How did I get here?The alcoholism definitely contributed to the binge purge cycle, but even during times of abstinence I couldn’t quite shake the cycle. It was the only coping mechanism I knew. Everything else seemed out of reach, like I just wouldn’t be able to think about anything else or enjoy anything else. It had fully consumed me.This was my life for the last 2.5 years. Only in the past 100 days have I stopped cold turkey. I haven’t allowed myself to drink in any setting except social settings and have a limit of drinks. I also have not purged a single time. Now, I will say that I have “binged”, or what I would consider a binge in the moment, even when it really wasn’t. (Note: there were times during my ED when I would binge a lot calories) But in the past few years, my anorexic mindset was in full force, so even just the feeling of fullness would trigger an emotional response, leading me to want to purge. I always wanted to feel empty.I guess I would like to know if you guys think I can be considered “recovered” when I still struggle with thoughts of guilt after a heavy meal and the odd urges to purge, although I do not act on them.",_admin_moderator,"Fri,10/08/2021-2:19pm",Hi Fro53n!,"Hi Fro53n! Welcome to the forums! It's great that you are sharing your story and NEDA is here for you. We did have to slightly edit your post to remove weight and calories which can be triggering for others. This violates our community guidelines, You can review them here. If you ever feel like you want to reach out to someone, NEDA is here. You can call 800-931- 2237 or chat, https://www.nationaleatingdisorders.org/helplinechat  to discuss support options. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET. We hope you find the support you are looking for and keep posting!     ",,,,
11,Mustlovedogs,09/26/2021,4 months in and struggling,"I'm a 29 year old female, who's suffered from some form of ED since I was about 12 years ago. I've never had a normal relationship with food or my body. In these last couple of years, I went down a very miserable path of bulimia, restricting in between binges, and also drinking a ton of alcohol. The same day I decided to quit drinking, I also officially decided to start trying to recover from my ED and reclaim my life. I'm almost 4 months in and I feel pretty awful. I constantly have lower abdomen pain, and severe bloating and gas. It feels like I'm allergic to absolutely everything, there's nothing that doesn't set my guts off - but I'm still trying to make sure I don't set any restrictions on what I eat. I am CONSTANTLY exhausted. Next level exhaustion. I sleep for upwards of 10 hours a night, wake up still exhausted, and constantly am nodding off all day - I need constant naps just to get through the day. It's been near impossible to work. My question... is this normal?? Has anyone else experienced these things in recovery? It's hard to sometimes not want to go back to the way it was before. I'm gaining weight consistently, which I know is necessary, but still so hard.. and still feeling physically and mentally awful. I thought I would be feeling better by now.Anyways, I'm sorry I've been ranting... I'm just, feeling a little lost. Any insight is appreciated.",_admin_moderator,"Mon,09/27/2021-12:20am",Mustlovedogs,"Hi Mustlovedogs, thank you for posting. We’re sorry to hear about how what’s been going on recently. You mentioned some medical symptoms in your post, and we encourage you to speak with a healthcare provider about these concerns. The following are just some of the signs of a serious problem that demands immediate medical attention:If you experience anything above, we highly recommend seeking help from a medical professional as soon as possible. Seek medical help soon on an outpatient basis if you:If you need assistance finding resources in your area, please feel free to contact the NEDA Helpline at 800.931.2237 M-Th 11am-9pm ET and F 11am-5pm ET. Additionally, you can chat with us online M-Th 9am-9pm ET and F 9am-5pm ET. Please don’t hesitate to reach out and take care.",,,,
12,catdragonfly,05/11/2020,New here and having a hard time,"Hi everyone. I'm pretty new to these boards. I worked really hard to find what I considered to be real recovery from ednos/osfed (anorexia and bulimia symptoms at various times). It took years and so many relapses and I finally spent a full year (a little over a year) feeling like I had things together! My personality came back, I was spending time with friends, dancing again (in a healthy way) and doing really well at my job. I even entered into an online spiritual training group. Things were great. Then, the pandemic happened. I'm a massage therapist and stressed about my future (I work for a franchise). I'm still expected to attend work meetings virtually until we open back up and my boss makes comments about us gaining weight or the amount of food we’re eating and thinks that it's funny. My coworkers (with the exception of my best friend) are no different in terms of weight jokes right now. That coupled with my dance rehearsals being sporadic and virtual, cancelled performances, feeling completely unable to plan, and looking at the prospect of being sent back to work sooner than expected, I am extremely stressed and a lot of old thoughts are running through my end. I am finding that I have to force myself to eat meals and sometimes it's just too hard. I also purged once and stopped myself another time. What the hell? I thought I was finally better.",_admin_moderator,"Wed,10/06/2021-2:10pm",Hi Gualithan!,Hi Gualithan! It's great that you are posting and offering support to others. We did have to edit your post to remove links because it violates our community guidelines. Please review our community guidelines here. Keep posting!   ,,,,
13,hermione3,09/19/2021,Totally given up,I have full on relapsed I just give up… I feel like a hopeless case. I know it’s me I hold myself back my nutritionist said I have no confidence in myself. Like I am exhausted from life I dont t want to work anymore I feel it is making it worse I am just stressed all the time daycare is just killing me right now….and my trauma is a major issue I don’t want to need treatment again but feel it is not far off,_admin_moderator,"Mon,09/20/2021-10:25am",hermione3,"Hi hermione3, we are so sorry to hear about what’s been going on. You mentioned some worrying feelings, so we wanted to post the following resources: For more support, you can contact the NEDA Confidential Helpline: 800.931.2237 (M-TH 11am-9pm ET, F 11am-5pm ET) or use the NEDA Online Chat Monday to Thursday 9am to 9pm and Friday 9am to 5pm. You are worthy of recovery. Stay strong.",,,,
14,smily26,10/19/2020,Binge eating ,"Hello everyone!
I can’t believe I’m actually writing this and that eventually someone is going to see it but I hope that it will help me or others!
I have anorexia for 5 years, struggling everyday. But now I have another problem which drains my energy and makes me feel so so sad and desperate, it’s the binge eating. During my recovery I couldn’t gain any weight but after those 5 years just one day I started to eat and binge eat so fast and unexpected. I don’t know how to stop it, I’ve tried anything anything.  I’m so so so scared. I gained weight and this horrifies me. I know that under binge eating there are major problems but even during my recovery from anorexia I couldn’t understand what it was, I was never depressed, I had friends even boyfriends. I guess I always hated myself and always wanted to be thin, now I want that again but every time when I try to loose weight and stop eat that much I start binging.
Please if someone has been to similar situation and have some advice for me I will appreciate it more that everything!!!!",_admin_moderator,"Fri,09/24/2021-3:56pm",Receive Support ,"Hello everyone, we are glad that you are posting. Here at NEDA we are always concerned for your health. The NEDA Helpline would also be a good place to discuss what's going on. The number is: 1-800-931-2237 or you can chat with a volunteer online at:
For more resources to receive support, you can visit these links: 
 ",,,,
15,kyakie,09/14/2021,I'm relapsing. I need help and I don't know where to start.,"Hi all,I got my wisdom teeth extracted about 1 month ago and during that time, I was physically unable to eat. It was painful to open my jaw, which made it nearly impossible to fit food into my mouth. Because of that procedure, I lost weight in just two weeks. Before my surgery, I was in a really healthy place mentally and physically. It's been just over a year since recovery and I hadn't looked back in a long time. Losing weight rapidly and unintentionally feels like the best thing that's ever happened to me, even though I know it shouldn't. I can eat normally now and every time I eat a meal and reach that point of satisfaction, I hate it. I want to lose more weight. I'm constantly in fear of gaining the pounds back and I'm starting to revert back to my old thoughts. I feel the need to walk off the calories from my dinner every night and it's causing me to fall behind in school. I've just started university in a new state which is hours away from home. I'm scared to tell my family about my ED concerns because I know my mom will worry and it'll keep her up at night. I don't have the money to afford professional help without telling them and the last thing I want to do is have that discussion with my family. I feel so trapped right now. I can tell I'm relapsing and I don't know how to stop it.",_admin_moderator,"Wed,09/15/2021-2:20pm",Hi Kyakie!,"Hi Kyakie! Welcome to the forums! We are sorry about what you have gone through, but it's great that you are sharing. Eating disorders are tough and are different for everyone, but NEDA is here for support. The Helpine and Chat are here for you! You can call 800-931- 2237 or chat, https://www.nationaleatingdisorders.org/helplinechat  to discuss support options. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET. If you look under the tab ""Help & Support"" there are options of free & low cost support options, which could help.   We also wanted to mention that weight is not allowed on the forums as it can be triggering towards others, so we edited your post to remove it. Here are our community guidelines for the forums.https://www.nationaleatingdisorders.org/forums/community-guidelinesKeep posting!",,,,
16,quietgirl,09/15/2021,:(,"My older sister has always been calling me fat, now I don't eat all of my food, push it around and cut it really small, always want to cry. I don't matter.",_admin_moderator,"Wed,09/15/2021-2:14pm",Hi Quietgirl,"Hi Quietgirl, welcome to the forums! It's great that you are posting and we care about you. The NEDA helpline and chat are for you and can offer support.  You can call 800-931- 2237 or chat, https://www.nationaleatingdisorders.org/helplinechat  to discuss support options. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET. The forums and our community are always here for you! Keep posting! ",,,,
17,ICanDoThis12345,09/08/2021,I've had a slip up,"My recovery from ED has been a bumpy road, but over the last few months I had been doing pretty well. But I recently had a big slip up. I weighed myself and found I had gained some weight over the summer. I know I am not meant to care, but I also know some of this really is from overeating and it got into my head. Anyways, I ended up having four days of purging again.I know I need to stop this immediately so it becomes simply a slip up and not a full blown relapse that I can't shake again. My therapists say a slip up is normal and going through some of our behaviors again is normal and that we want to make sure it doesn't turn to me being in a full eating disorder again day in and day out.I guess I'm just wondering if anyone else has gone through this and how you made sure you didn't spiral back out of control?",_admin_moderator,"Wed,09/08/2021-2:12pm",Welcome!,"Hi and welcome to the forums! It's great that you are taking this stepy by posting on the forums. We did have to slightly edit your post to remove numbers, which can be triggering for otherrs. This violates our community guidelines that you can view here , https://www.nationaleatingdisorders.org/forums/community-guidelines. We hope you keep posting and remember, recovery is different for everyone and we are here for you!   ",,,,
18,Tryingtoheal,08/25/2021,Annett,How are you doing?  Thinking about you.,_admin_moderator,"Mon,08/30/2021-11:01am",Resources,"Hi Annet, we are glad to hear you’re doing better. Since you mentioned having thoughts of self-harm, we wanted to post the following resources. Please don’t hesitate to reach out, and stay safe.",,,,
19,Miimi,08/17/2021,Family food,"A year from now i started getting Picky with food and excercise.
I was already kinda thin back then.not because of any e.d but because of metabolism instead.
The moment i started excersicing and being Picky about food i started loosing weight and obsessing over food.
My family noticed and to make a long story short I need to gain weight.
I have no problem with most of the food but now Im on vacation with my family.
They eat this type of food every day and a lot of fear foods and it leaves me feeling like crap after every meal
I dont wanna make them feel like its still an issue, but their meal choices are awful for me
Any advice on how to stop feeling like this?",_admin_moderator,"Fri,09/03/2021-4:54pm","Dear Miimi, we would like to","Dear Miimi, we would like to inform you that we edited your post to remove mentions of specific food items, which could be triggering for other users. You can review our community guidelines here. Thanks for your understanding and please contine to post! ",,,,
