,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,AvatarKyoshiStyle,07/31/2020,Want to Talk with others with similar problems...? (Yes that's a q mark),"Hi.So I'm almost eighteen and I'm a little concerned about how I eat. I'm a healthy weight, but I've realized I focus a lot about my food. I started tracking what I eat around five years ago when my older friend got me into fitness and running. I became very restrictive, and sometimes would skip meals if they didn't suit my idea of healthy (My clubs often go until 8 or 9 and then it takes me an hour to bike home, but I wouldn't like the food so sometimes I'd just skip eating and then eat a lot at home). After I quit x country freshman year of highschool I put on X pounds and became sort of self conscious about it. Then when I went on vacation I got up to X lb which was a lot for me, I'm 5'2. After that I went on an X diet for a few weeks, then X to got X, but since then it just feels like I'm either putting on weight of dieting. I have a habit of eating really well and then not, and then eating a bunch of X and stuff, so I'll gain again and then drop it. I think I'd probably gain more but I can't drive so I bike everywhere. I wouldn't really describe myself usually as having any disordered type of eating, because I'm a healthy weight, but I'm always thinking about my food. I always make meals that are different from what the rest of my family eats. If I'm putting on weight I'm stressed and feeling kinda bad. I don't purge, and I wouldn't say that I exercise compusively, but I'm getting sorta nervous. I don't like the idea of being labeled with an eating disorder, especially because for the most part I think I'm in good health, but I feel self conscious about how I eat. I'm not sure that a lot of my friends track their food like I do, and worry about it so much. And if I'm honest I'm sort of sick of either being ill because I’ve eaten too much or too little. I'm not really sure what to do,and I just want to talk with people who maybe experience the same thing. I don't have the sort of personality where people think I'd struggle with this (whatever it is). People see me eat, watch me exercise, I'm very loud very energetic, very confident. I get that struggling with this sort of stuff is supposed to be normal, but I'm not comfortable enough to just bring it up to my friends.I guess that I'd just like to talk to people who I feel like won't be sort of scared of me if I say stuff like this. I just kinda want to be able to talk to others with something similar.
So I guess just comment? Or offer advice? Whatever the spirit compels?
???",_admin_moderator,"Fri,07/31/2020-3:55pm",Dear AvatarKyoshiStyle,"We are sorry to hear you are struggling with thoughts on your eating and weight. We would like to encourage you to reach out to our confidential NEDA Helpline as they may be able to assist you in finding additional support and resources in your area. Our Helpline is available M-TH 11am-9pm ET and F 11am-5pm ET. You can also chat with us online M-Th 9am-9pm ET and F 9am-5pm ET.  Additionally, we have had to edit your post of specific behaviors, numbers, weights, and specific food items as discussion of these is not allowed on the forums. These can be very triggering for other members. You can always review our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines   or chat with someone from our Helpline if you have any questions. Stay well and take care!",,,,,,,,,,,,,,,,
11,dainna43,07/19/2020,Feel like giving in to the disorder,"This whole year has been a real struggle for me with my disorder. At the beginning of the year I uninentionally lost a substantial amount of weight at a festival, and being at this lower weight (and enjoying the compliments and self-satisfaction along with with it) drove me back into some really disordered eating habits. I managed to keep myself busy with work (40-50 hour weeks) to avoid binging, however I found myself mentally and physically exhausted, not prioritising my health and often falling into the cycle of binging and purging.After this happened, then covid happened, and I felt like I was in the worst headspace possible to go through this. I'm trying to adopt strategies to keep myself busy (to avoid binging), and I'm lucky to have a job in hospitality 3 days a week, however on my days off I feel like I am constantly thinking about food, and after every meal I feel bloated or fear of gaining weight. I've tried to properly recover during this time by implementing regular meals (like what they do in recovery after discharge) however, after a few days I feel overweight or unhappy with my body, and restrict and use disordered eating habits to return back to a weight that I am happy with.To add to things, we live in a small house, and I feel like I am constantly being watched by my parents. I went through recovery 6 years ago using family based therapy, and I achieved the 'goal weight' however my mental health has been pretty inconsistent and I've felt consumed by the disorder since my first round of recovery. I feel a sense of bitterness towards my parents as I feel that their approach to my recovery was quite disconnected (they just wanted me to get back to normal so their lives could get back to normal), and I had no real support during my recovery due to their inability to try to understand the severity of my disorder, or they tried to apply their own 'formula' to my recovery, without considering my feelings and emotions. Being with them 24/7 is triggering thoughts from my past whilst also making me feel quite isolated, with no one to confide in, or no way to let my thoughts out.Anyways, I bottled up these emotions for years and eventually I just let them all out during and argument with my parents. I told my parents about the binging, constant weighing and how my headspace is really unhealthy and painful almost all the time. They proceeded to say that you can't change the past (which I know is true), but completely disregarded my feelings once again, and I felt like it reopened the wound from six years ago, whilst also ignoring my current pain, making me feel more isolated than ever. So, I'm basically at this stage where Victoria is in lockdown for the next 6 weeks, and I'm stuck with my parents who have complete disregard for my emotional headspace, and entrapment within my own disordered cycle, but also I revealed all my disordered strategies to them, so now I have to be super secretive whilst weighing food and myself etc. I thought that telling them would help, but rather its left me feeling trapped and my disordered thoughts feel harder to fight than ever.Sorry about the rant but I felt like I needed to let it out, and hopefully make some of you guys feel less alone. Let me know if theres any strategies you use to help, because right now I need support more than ever.",_admin_moderator,"Sun,07/19/2020-10:03pm",dainna43,"Hi dainna43 – thank you for posting, we’re glad you’re here on the forums. We’re sorry to hear about all the challenges that have arisen during this time. Please know you are not alone. A list of resources specifically for COVID-19 can be found here. You can also reach the NEDA helpline M-Th 11am-9pm ET and F 11am-5pm ET at 800.931.2237 for help locating resources and support near you, or chat with us online M-Th 9am-9pm ET and F 9am-5pm ET. Please don’t hesitate to reach out and to continue posting!",,,,,,,,,,,,,,,,
12,pilipinay,05/06/2020,Do I have an eating disorder or it's just me,"Hi i'm actually not from the states but I do have relatives there. In our country, eating disorders are not very much discussed but it is a toxic trait of our nationality that kids are getting teased when we get chubby. I was chubby in my teen years but I decided to lose some weight cause of all the aunties teasing me and as well my family...since then I have been very strict on what i eat and I feel guilty when i over indulge from my favorite foods.. I was thinking at some point "" why is it so easy for others to eat a lot and still look great? while i haven't reached my ideal weight and I get fat by just eating my favorite food??""until now in my adulthood, I've always continued my healthy lifestyle, but when i get to college i have times that i just can't eat healthy cause fast food are more convenient for me but I try to eat healthy at least once a day...Now in isolation, I have decided to set a goal for myself but cant complete my exercise or food goals and feel guilty.So to summarize: i've been having hard time in my eating psychology and sometimes it depresses if it's really an illness (cause i have not went to a doctor and seems like not lots of doctors sepcialize this condition here in our place) or is it just me overacting to what i want to look like?? heheh i think i just need someone to talk to :(",_admin_moderator,"Thu,05/07/2020-3:29pm",Dear pilipinay,"We are sorry to hear you are struggling. If you are able to, please chat with us onlinehttps://chatserver.comm100.com/ChatWindow.aspx?siteId=144464&planId=467 and we can see if there is an organization in your country that specializes in Eating Disorders. Our online chat is available M-TH 9am-9pm ET and F 9am-5pm ET. We also have our confidential NEDA Helpline if you are able to call. You can reach us at 800.931.2237 M-Th 11am-9pm ET and F 11am-5pm ET. Additionally, we have to edit your post of content that could potentially be triggering. You can always review our community guidelines here: community-guidelines Take Care!",,,,,,,,,,,,,,,,
13,BrokenBird14,07/11/2020,What do I do? ,"I have never been to a therapist. My family can't really afford one, so I've never gone. I feel guilty being in a place like this without an official diagnosis, and I'm still partially in denial that I have a problem. Spring semester of 2019, I was really bad off though. I was down to a very low weight, I was having urges to throw my food back up, I was over-exercising, restricting or skipping meals, and I was getting very thin. I didn't see that though. People would point out that I was getting thin, but I didn't see myself as too thin. When COVID hit, I was laid off from work, my classes were put off for a while, and the gym was closed. I do love food so I end up in these conflicts with myself cause I just want to eat, but then I feel so horrible for doing so. It'd take me ages to figure out what to make for a meal, cause in my head I'd be calculating all the nutrition and caloric info to see what would be the ""healthiest."" I gained back some weight over the quarantine, and I am a very small woman so it shows. Classes, work, and even the gym is back up and I can already feel myself starting to slide down that hole again. I eat and I feel sick, I end up binging cause I'm so hungry and I feel bad about it, but then I barely eat for a while cause I have no appetite. I look in the mirror and all I can seem to look at is where it's not perfect. All I see are flaws, and I feel like I need to punish myself for not doing better during quarantine, despite still exercising and eating fairly healthy. I want to feel beautiful. I am uncomfortable with the way I look, but I also don't want to end up down that rabbit hole again. I don't want to be dizzy, hungry, and obsessive. Those who have been through this and recovered, what did you do? How do you fight back those thoughts when you start gaining back weight? How do you ensure that you eat the right amount? Not too much not too little. I want comfort, to be told I'm going to be alright despite the world falling to pieces around me, and to be told I'm beautiful and believe it, which I know sounds stuck-up and silly. I also want to know what I can do to get better. I have a wonderful boyfriend, he doesn't know about what's going on since he lives in another country, but I want to take care of myself for him if not for myself. He means the world to me. I rambled a lot here, sorry about that, but please? I want to know what I can do...",_admin_moderator,"Sat,07/11/2020-2:22pm",Resources to Help,"Hi BrokenBird14, welcome to the forums! We’re sorry that you have been struggling recently, especially for such a long time. We have some resources on affordable care for students on our website we think you may find helpful in finding the support you deserve. Here is the link: https://www.nationaleatingdisorders.org/blog/how-find-affordable-mental-health-support-college. Hopefully this can be helpful to you, and again, welcome!  Additionally, because you mentioned feeling dizzy:  The following are just some of the signs of a serious problem that demands immediate medical attention:
If you experience anything above, we highly recommend seeking help from a medical professional as soon as possible. Seek medical help soon on an outpatient basis if you:
 ",,,,,,,,,,,,,,,,
14,girlwhenquiet,06/28/2020,Triggering Family,"I'm with my parents pretty consistently because I live at home. I'm 22. I feel that my father has an undiagnosed eating disorder himself, but he will not receive treatment or believe that he does, which is fine, I guess. I know many of us with EDs have parents who exhibit disordered behavior and thinking. But I currently weigh more than my father, and I am not able to handle his constant self-hatred. Oh, and when I asked politely for him to not comment on his NUMBERS in front of me, he and my mom both get irritated and defensive that I'm trying to ""control"" them, when I'd just like some peace in my own home. I'm trying to not relapse. But at this point I want to so badly that I don't see a point in doing anything. My mental health has declined so much that it is interfering with my work life even. I'm a disaster, and I feel as though I cannot safely go back to therapy due to COVID. I also feel that I cannot really get anything out of online therapy. I'm processing a lot of personal things right now, but I just don't know what to do. I'm exhausted and I guess I'm trying to vent instead of relapse. I don't know. All I know is that I have a relapse planned out, and it's been a while since I've done that.",_admin_moderator,"Mon,06/29/2020-12:04am",girlwhenquiet,"Hi girlwhenquiet, we’re sorry to hear you’re experiencing these difficult feelings while being at home with family. We encourage you to reach out to the NEDA Helpline, which is available for information surrounding support and resources. The helpline phone line can be reached at 1-800-931-2237 (Monday-Thursday 11:00am-9:00pm, Friday 11:00am-5:00pm EST). Helpline chat hours are Monday-Thursday from 9AM to 9PM ET and Friday 9AM to 5PM ET. Also, a list of resources specifically for COVID-19 can be found here. Please continue to reach out to the forum for support as well. You are not alone, and please take care of yourself.",,,,,,,,,,,,,,,,
15,justtryingtofin...,06/09/2020,How Do I Find Virtual Help,I am suffering from Binge Eating Disorder/ Bulimia. 2 years ago I was anorexic and after recovering from that I have slipped the other direction. I want to get help but I can't really find an RDN or Therapist near me ( I am not even sure which I need) I want to be able to meet via video chat so I can keep my eating disorder out of the public realm for now. I am 22 starting my career and just want to be free of this monster. Does anyone know of a GOOd RDN/Therapist that accepts insurance and can meet virtually?,_admin_moderator,"Tue,06/09/2020-2:29pm",Dear justtryingtofin...,"We saw your post asking for resources and support and would like to provide some information. For help finding resources and support in your area you can call our confidential NEDA Helpline at 800.931.2237 M-TH 11am-9pm ET and F 11am-5pm ET. You can also chat with us online M-TH 9am-9pm ET and F 9am-5pm ET. Additionally, you can visit our COVID-19 resources page here https://www.nationaleatingdisorders.org/help-support/covid-19-resources-page   Stay well and take care!",,,,,,,,,,,,,,,,
16,Littlelalalaure,05/26/2020,I can’t do the day ones again anymore,I have been struggling with binging a lot nowadays. I felt that I was getting to a good place maybe because I was starting to binge a little less often but now I am physically in pain after a binge and the guilt is so overwhelming. The next day is even worse. I feel unworthy and I just want to feed into my emotions. I can’t deal with it anymore it’s so hard being trapped in a house 24/7. I just want to have this under control and feel okay again.,_admin_moderator,"Wed,05/27/2020-1:34pm",Here for you,"Hi LittleLalaLaure, we are sorry to hear that you are feeling this way! It seems that you are going through a tough time, and we want to be sure you have the support you deserve during this time. The NEDA Helpline could be a great place to recieve support, discuss resources, and treatment options, if you are interested. NEDA's Information and Treatment Option Helpline number is 800-931-2237 or you can reach us through chat. Helpline phone hours are Monday-Thursday 11am-9pm ET, Friday 11am-5pm ET. Helpline chat hours are Monday-Thursday 9am-9pm ET, Friday 9am-5pm ET. We hope that you find the support that you are looking for!",,,,,,,,,,,,,,,,
17,annie77,04/10/2020,I struggle while in quarantine,"Hi, I´m not quite sure what so say, because I feel like I´m making  everything up and nothing´s actually going on. Please excuse any grammar mistakes, english isn´t my mother language. I´ve struggled with an eating disorder, EDNOS, for over three years and for over the last eight months I was convinced I´m recovered. Recently I realised that I´m actully in quasi-recovery and I still keep so many habits from my ED. This situation doesn´t help at all, because I´m stuck at home where everyone is fighting, my step dad and I don´t have the best relationship and he caused a lot of relapses during my ED and later recovery. I don´t blame him, I know my brain made everything seem so much worse, but because of him I´m anxious, I want to restrict again and lately due to self isolation I feel a lot more insecure about the way I look. I´ve never lost huge amount of weight because of my ED, but I´ve always been skinny. Even now doctors say I´m slightly underweight (because of BMI). I don´t want to put any numbers in here, because I don´t want to trigger anyone, but the thing is I know I´m not fat. But I just want to be perfect and feel in control again. There´s not much I can do about the family situation, believe me, I tried. But nothing is ever good enough for him. I just want to be in charge again and having this little secret, my eating disorder, helps. It´s really hard, because I know it´s wrong and it won´t actually help, but I don´t have the energy to fight back. I don´t know...am I making any sense? I´m really scared to post this, but I keep telling myself that it´s okay to ask for help or even an advice. That´s something I still haven´t learnt.",_admin_moderator,"Thu,05/14/2020-3:47pm",Hi KellyGardner,"Thank you for offering your kindness and support on the forums. Please remember to not share any personal information on the forums including email, phone numbers, addresses, etc. You can review our community guidelines here https://www.nationaleatingdisorders.org/forums/community-guidelines Again, thank you for being supportive on the forums. Take care!",,,,,,,,,,,,,,,,
18,istroff,05/14/2020,i can stop thinking about food,"when this quarantine started, i had just began to start eating better again and not purge anymore. however, this quarantine has made everything start to go back to the way it uses to be and i don’t know what to do. i’ll try to eat at what’s considered “normal” portions, but then i’ll feel like i ate too much and all i can think about is wanting to throw it up. every time i eat anything at all, i feel terrible about it for the rest of the day. i’ve recently started going back to these old habits and i’m scared that i’m gonna end up right back where i was before i started to get eat better. i just don’t know what to do anymore.",_admin_moderator,"Thu,05/14/2020-3:43pm",Hi KellyGardner,"Thank you for offering your kindness and support on the forums. Please remember to not share any personal information on the forums including email, phone numbers, addresses, etc. You can review our community guidelines here https://www.nationaleatingdisorders.org/forums/community-guidelines Again, thank you for being supportive on the forums. Take care!",,,,,,,,,,,,,,,,
19,banneka,04/07/2020,no gym,"I'm addicted to exercise and am losing my mind, terrified I'm gaining weight. I know it's the last thing I should be worried about right now but I am - I'm disgusted by my changing appearance. I'm getting in bodyweight workouts and honestly - I'm probably getting stronger. It's just the changes that cause me to panic. I don't want to start restricting.",_admin_moderator,"Wed,04/08/2020-6:18pm",Hi banneka. We wanted to,"Hi banneka. We wanted to bring your attention to NEDA's COVID19 resources to help you during this stressful time. You can find those here. Stay well and safe - and if you need additional support, do not hesitate to contact the NEDA Helpline at 800.931.2237 or chat with them online (http://www.nationaleatingdisorders.org/helplinechat).",,,,,,,,,,,,,,,,
20,London1621,05/08/2020,Home,"I'm tired of staying home. I want to go out, go to dance class, being with my friends. I'm tired of my sister being mean to me. Online classes is not the same as high school. What's the point of life? Life sucks right now. Doesn't matter.",_admin_moderator,"Sun,05/10/2020-11:08pm",London1621,"Dear London1621 – we are sorry you’re experiencing these difficult feelings and we are concerned about your well-being. Please call 1-800-273-8255 or text ""NEDA"" to 741-741 if you are in crisis. Additionally, a list of resources specifically for COVID-19 can be found here. We encourage you to reach out and please take care – you are not alone.",,,,,,,,,,,,,,,,
21,slamond,05/08/2020,Struggling with eating,"So I've been in 'recovery' for a year and a half, kind of not trying my best and still holding onto small rules and rituals. I'm not proud of it and from an outsiders perspective, I seem pretty normal. I eat regular meals out, have many snacks and rarely do any type of exercise anymore. The only thing is is that I cannot physically stop myself from eating low-calorie option foods until I feel sick.
I live in an Asian household so we all share main dishes and take our own portions from the middle of the table.
It's just that I will get my portion, finish it before everyone else and then fill my plate up with another serving of a lower-calorie option and keep going until my stomach physically hurts.
I'm so sick of feeling so uncomfortable every single time I leave the dinner table and I hate it so much. Ever since recovery I have this mindset of 'oh there's only a little bit left might as well finish it' of my safe foods and then I take everything.
I really don't know what to do and I'm trying to remind myself that I shouldn't just fill up on that but I cannot stop myself
Sigh I'm just rambling now hopefully someone can relate :ppp",_admin_moderator,"Sun,05/10/2020-11:06pm",Edited your post,"Hi slamond. We edited your post to remove mentions of specific foods, which are not allowed on the forums. You can review this in our community guidelines found here. Also know that a list of resources specifically for COVID-19 can be found here. Thank you for understanding and please continue to post!",,,,,,,,,,,,,,,,
22,sarcares,04/26/2020,Rant ,"I see a lot of similar posts but just feel the need to rant. I am social-distancing at my parents house. Last week I yelled at my dad for buying the wrong kind of fruit at the store. My family only wants one person shopping, which is understandable. I feel bad for being rude to them for buying things ""for me"" that I won't eat. I've struggled with AN B/P the past 6 years but I've never told my parents. They've seemed suspicious of my eating habits at times but never really caught on. I can understand their confusion when I lash out at them about buying food I don't want. Part of me wants to scream at them and break down crying spilling every secret to them. However, I know that I can't. We will all get through these uncertain times together. Sarcares",_admin_moderator,"Mon,05/04/2020-8:06pm",PaulShipmanSmith,"Hi PaulShipmanSmith - giving medical and/or psychological advice is not allowed on the forums (as per our Community Guidelines) and your post had to be edited. Thank you for your help in keeping our forums safe, kind, and compassionate and please continue posting!",,,,,,,,,,,,,,,,
23,CRacrofaerie82,04/17/2020,Accessing treatment on Medicare/Medicaid,"Hi all. So...with all the changes I have been pleased to see that there are quite a few free options now virtually in terms of support that didn't exist prior to this pandemic. I'm still seeing many barriers for medicare folks depending on where we live. Have other folks been able to access treatment? (Especially in the case of only one or 2 places being successful for you and not being able to get into those) I see lots of virtual IOP being offered but folks who either need a higher level of care and won't be accepted into IOP or folks who don't live in states that have been approved for virtual IOP at a specific place....or seeing ""Only private insurance"" in those states...is anyone else experiencing this? How do we fight to take down these barriers? How do we get some actual action on this??! I'm sick of being treated like a second class citizen and being left out of options because of my insurance status.",_admin_moderator,"Fri,04/17/2020-3:28pm",Dear CRacrofaerie82,We wanted to encourage you to reach out to our NEDA Helpline for additional support and resources. We have trained volunteers who can assist you with finding various treatment centers and options. You can call our helpline at 800.931.2237 M-TH 11am-9pm ET and F 11am-5pm ET. Additional you can chat with us online M-TH 9am-9pm ET and F 9am-5pm ET. We hope you find the support and resources you are looking for!,,,,,,,,,,,,,,,,
24,London1621,04/15/2020,It's hard ,"My parents keep asking me if I'm ok and I say yes. I don't mean to lie to them, it's hard talking to my two therapists through Skype and not seeing them face to face. My older sister keeps yelling at everyone and I keep getting upset and trying everything to get my mind off of not binge eating. I hate myself and everything right now. Feel like it's never going to end. This is stupid and I'm sorry.",_admin_moderator,"Fri,05/01/2020-4:30pm","Dear pjordner, we would like","Dear pjordner, we would like to inform you that we edited your post to remove the book recommendation and the specific mentions of food, which could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,,,,,,,,,,,,,
25,carlyrod3,04/16/2020,Literally Just Spiralling,"I literally don't even know what to write but my mind is spiraling and I don't want to bother my frineds/family because this is all so stupid but I'm literally losing my marbles.COVID-19 SUCKS. And I HATE complaining because I live in a stable house and I'm provided for and there are so many people who are in situations so much worse than my own.But I am literally just stuck in my mind all day long. I have NO motivation to do anything, I just sit in my bed and oh my goodness do I SNACK. I don't think I realized how amazing college has been at forcing me into a structure that allowed me to have my anxiety and ED under control and now I'm just spiraling. There is SO much I could be doing with my time; I have always been such a busy person and now you would think I would cherish this free time to get ahead and do the things I've never had time to do but instead I'm just constantly thinking about food and my body and of course that just spirals out into everything. My life, school, my future, my friends, my family... literally everything. And I don't know how to make it stop. I am trying to just keep reminding myself that this is permanent. That I have so much to be thankful for. But ugh its so hard and I just wanted to rant over this for a bit because I really don't get to talk about my ED with many people. I've been ""recovered"" for a few years and so the issues aren't really huge, just normal anxiety... but this quarantine has really amplified them and I'm really struggling.Hope you all are doing alright :) <3 I send my love and support to everyone, no matter what your situation is.",_admin_moderator,"Fri,04/17/2020-3:36pm",Dear carlyrod3 & natasha_marie,"We at NEDA hear your concerns and frustrations involving COVID-19 and the stay-at-home designations. We wanted to post our page dedicated to COVID-19 resources and additional support https://www.nationaleatingdisorders.org/help-support/covid-19-resources-page .  Additionally, you can always reach out to our NEDA helpline at 800.931.2237 M-TH 11am-9pm ET and F 11am-5pm ET. ",,,,,,,,,,,,,,,,
26,Mollydolly432,04/14/2020,Relapsing in isolation due to moving back with parents,"Hi I had an ED (Anorexia Nervosa) when I was 15 (now 23). I have struggled with body dysmorphia ever since (I never got therapy), but I controlled my eating habits well and didn't fall back into anorexia. I have been living out of home in a dorm since Feb last year. Life was good, I definitely did relapse a little bit but nothing severe. I tried to conform to normal mealtimes, I was restricting (but that's how I've lived since I was a child, I do not like eating breakfast as I have IBS and breakfast upsets my stomach a lot, I also don't wake up hungry), drinking decaf coffee, having other staff instead of real food as post-class but pre-dinner snacks, watched calories on things I bought, etc. It sounds disordered on one hand, but on the other hand it didn't really affect me. It was a long term change. I just learned to have lunch, dinner, and not buy sweets. Food wasn't as available as normal and I was more preoccupied living out of home, so even before I started restricting at all, I was eating a lot less and losing weight. This always happens during times that I am busy/happier, I shed weight as when I am happy and preoccupied I forget food being an existence (in fact, when I was a young child I didn't feel the need to eat at all, only because I felt it was a waste of time alongside more fun activities, and was taken to several docs about this). I should mention I didn't visit my parents as often as I could have since I didn't want to gain weight by going there. When I moved out of home I was on the low end of normal weight. Gradually my weight dropped and I stabilised around borderline underweight. My weight has not gone above this weight since I moved out. I obsessed about my weight a fair bit in the dorm, particularly as I didn't have a scale. I was worried I was constantly gaining weight, but at the same time, if we had parties etc., I would eat food unrestricted. But the food I chose for myself was always low fat, and I am not a picky eater so it didn't really affect me. I felt I was eating to live, eating was a nuisance amongst everything I needed to do.
I thought I would gain weight this year, as it is a stressful year of placement. Instead, I have been dropping weight and am now quite underweight. I thought I'd gain when I had to move back home when isolation started a month or so ago. Instead I dropped more. At this point I was actually trying to eat more and put on weight. My parents picked up on it a few days ago, and my dad got extremely angry at me (he has chronic severe anger issues), told me it was my fault etc., and is now monitoring me like a hawk and taking control of what I eat and when. He asks me what I ate all the time, he criticises what I am eating. I feel constantly judged.
This has unfortunately been extremely triggering. Now I can't stop thinking about food, my weight, I panic at the feeling of hunger, I don't eat even when I am hungry. My eating was disordered before but it wasn't this bad. My dad's attempts to help have stripped me of control and actually triggered me to go back to a mental state I avoided so well for so long. Yes I restricted food out of home, but I never felt panicked about it, usually it was just a ""Oh I am hungry I will just finish this and then go eat"" not a ""oh I am hungry this is terrible I better just hold it out and not eat because otherwise I will gain weight""... Essentially my dad has made me hyper-conscious of what I eat, which is the exact thing that I have worked so hard for the past 8 years to get rid of. I am terrified of binge eating disorder, I am terrified of gaining weight. This morning I read the weather was warm, I was afraid to wear shorts, afraid to walk around with a figure I assumed was fat due to being on a forced weight gain diet now. Weighed myself, gained a tiny bit, sure, but still very underweight. If I feel fat at this weight, how will I ever be fine with myself in a higher weight again. I will probably fall into a depression and a panic and overeat.
Anyone in this position right now?",_admin_moderator,"Tue,04/14/2020-12:43pm","Dear Mollydolly432, we would","Dear Mollydolly432, we would like to inform you that we edited your post to remove weight, BMI and height numbers as well as mentions of specific food items, which are not allowed on the forums. You can review our community guidelines here. Thanks for your understanding and please continue to post!  ",,,,,,,,,,,,,,,,
27,tryingtobebrave,03/28/2020,Grief ,"My grandmother just died. It wasn’t expected because the freaking nursing home never called to say she was declining.
On top of depression and ocd symptoms having been ramped up already, I feel so much shame and guilt for not going with my dad to visit her that often. I wasn’t as close with her as I was/am with my moms parents. I feel like a horrible person. I don’t really feel distraught, which also makes me feel like a horrible person. I kind of just feel detached from anything. Like my depression makes me feel, but even more so. I haven’t called my best friend in over a week or reached out to anyone but I just can’t seem to stop this downslide. Even more so now. I know I should reach out to my psychiatrist to tell her that my OCD symptoms are still getting worse so she can increase my antidepressant like we previously discussed, but I can’t even get myself to care enough about my well being to do this.",_admin_moderator,"Mon,03/30/2020-1:06am",tryingtobebrave,"Dear tryingtobebrave – we are so very sorry to hear of your loss. Know that you are not alone during this time. You mentioned some worrying feelings, and we wanted to make sure to post information about resources if you need support: Take care of yourself and please do not hesitate to seek help. A list of resources specifically for COVID-19 can be found here – you are not alone.",,,,,,,,,,,,,,,,
28,Savedbygrace ,03/27/2020,Anxious,It feels so anxiety producing to not be able to do all the every day stuff.  Plus it feels like it will never end.  It makes me want to disappear.,_admin_moderator,"Mon,03/30/2020-1:08am",Savedbygrace,"Dear Savedbygrace, we are concerned because you mentioned some worrying feelings. Please call 1-800-273-8255 or text ""NEDA"" to 741-741 if you are in crisis. Additionally, a list of resources specifically for COVID-19 can be found here – you are not alone.",,,,,,,,,,,,,,,,
29,AndiTutti,04/03/2020,@covid19eatingsupport,"@covid19eatingsupport is a great resource! There is a dietitian or nutritionist or therapist or other specialist in EDs live on Insta every hour. If you need meal support but don't have access to it because of isolation, this is a great resource. I have found it very helpful and figured I would share!
(Morerators, I hope sharing this insta is ok as it is not my own and is a public resource.)",_admin_moderator,"Fri,04/03/2020-3:38pm",COVID-19 Support,"Hi AndiTutti,Thank you for sharing this resource (yes, it is very much okay). In addition, we at NEDA have complied a page of support resources for everyone during COVID-19 https://www.nationaleatingdisorders.org/help-support/covid-19-resources-pageIf you or anyone else needs support, please feel free to reach out. We have complied a variety of resources to help meet peoples needs.",,,,,,,,,,,,,,,,
