,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
10,08/20/2019,"Anyoneexperienced,couldyouhelp?",koifish22,"Okay...so...I've known my friend has anorexia for awhile now, and I've been trying all sorts of psychology tricks her..They worked for awhile, but once she finally got an official tests to prove she has it, they stopped working. She's trying to eat less and less, and I'm feeling really helpless right now. I know her better than I know myself, and I don't know what to do still. So, does anyone have any advice they can offer? Anything helps, thanks",_admin_moderator,"Wed,08/21/2019-8:51pm","Hi! Thank you for posting. We’re sorry to hear about what’s going on! We hope that you’re able to get the support you deserve here on the forums! When you get the chance, please take a look at our community guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines.If you’re looking for resources, please feel free to contact the Helpline at (800) 931-2237. The Helpline is open Mondays-Thursdays 9AM-9PM EST and Fridays 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner!  Please continue posting!  ",koifish22,"Thu,08/22/2019-4:45pm","Hi, thank you! I'm afraid that it would be a little difficult to talk to the helpline as it's not my ED, and I have no clue what exactly is going on in her head. Do you have any further tips on how to ask her questions about it without offending her or being intrusive?",BobJ48,"Fri,08/23/2019-1:27pm","I'm sorry to hear about your friend, and yes, it can be hard to know exactly what to say that's going to help matters for her.  And you are right, now that she officially has a diagnosis, that really can be the sort of thing that changes how she looks at her situation.  From what you've said, it seems like being diagnosed has kind of backfired, in that now she's giving herself permission to really fulfill the criterion of her diagnosis, and may be eating even less than she did before.  :-(You didn't mention if she was getting any therapy though.  A lot of people get diagnosed, but have problems getting help, so they mindfully lose more and more weight as a means to convince themselves that they actually are worthy of help.  They can lose more as a way to try and show doctors and parents that they need help too.  Or they can simply be going for it in a general sense, and not be interested in getting help at all.  But yeah, for people who aren't recovered, watching the scale continue to go down can serve a lot of different mental and emotional purposes. This is just me of course, but as far as how to help goes, I'm not sure that asking her a lot of questions is the way to go.  What I generally do is try and put myself in their shoes, and empathize with some of the things I know they must be feeling.  ""It must be hard to know how things are going to turn out with all this."" - Things like that, which you know they must be thinking about.  You can't really fix your friend, but if you can give her an idea that you understand at least some of what she must be going through, and that you respect the various emotional struggles she's having,  that's the thing that's  going to feel supportive to her.  Rather than you directly trying to convince her to do one thing or the other, if you follow what I mean ? EDs can be very lonely things, so if you can help her to talk about her concerns, without being judgmental, then they aren't quite so alone anymore, and that really is a way we can help I think, as our friends try and work this all out for themselves. Keep in touch ?",koifish22,"Fri,08/23/2019-7:03pm","BobJ48,
I fear that you are correct in the sense of her wanting to ""fulfill the criterion"" for the diagnosis, which is truly scary. And I've tried my best to be supportive of her since I first recognized her ED, but what scares me the most, is that I used to try different diets with her. I used to do a lot of digging on the internet for good diets, and I always shared them with her and so we tried them together. That sounds normal, but what scares me about it is that she justifies every restriction, every pound lost, and every meal skipped by saying ""oh it's a new diet"" or ""I'm fasting"".. She also has depression, which has seemed to get less severe after she started going out with her current boyfriend, but it doesn't seem like she's gonna tell him about the ED which could mean her depression coming bak in full force if she starts feeling lonely in her struggle.
     Every time I try to reach out to her and talk about it, she's all of the sudden busy, or needs to go talk to people nearest to us. She has decided that (even though she's been diagnosed) she's fine, and that she still needs to be much thinner.  I've never really had an ED myself, but I have depression and even though that's one way to sympathize with her, I can't really empathize with her. And I imagine it's making her feel lonely too. She's been denying treatment, and won't talk to us about it, but knowing her, when this is done and through with, she's gonna say that she wished she reached out sooner.
     I don't know how to empathize with her, or talk to her about it calmly without offending her or sounding intrusive. And I feel so..helpless. I really don't know how I can reach out to her anymore..
   Keep writing if you should see this ?",iwanttolive,"Thu,10/31/2019-10:33pm","Hi.  I am so sorry that your friend has decided to push you away a bit as she delves deeper into the eating disorder, refusing help.  I want to thank you for trying to be there for her.  It shows you are a kind and caring person.  How have things been going since your last post?  It is really sad to watch someone we love not get the help they need.  I hope she has tried to get some help since the writing of your last post.  It is difficult to see someone we love refuse help.  How have you been?  Are you getting support and help?  I hope you don't mind my asking.  We care about everyone, not just those with the eating disorder, but those affected by them.  I hope that you are taking care of yourself.  Please if you want let us know how your friend is and how you are.iwanttolive",,,,,,
11,08/10/2019,"Bestfriendclearlystrugglingbutshuttingmeout,notsurehowtohelp",Myfairlady,Really struggling with trying to do the best thing for my best friend at present and wondered if there’s anyone or can private message for advice ? Thanks,Savedbygrace ,"Mon,08/12/2019-11:01pm","We are not allowed to do private messaging, but we are here for you.   What's going on?",BobJ48,"Tue,08/13/2019-11:24am","MFL,This can happen for sure.  Because to be frank, people with eating disorders often want to keep pushing forward with their behaviors, and want to keep losing weight.  They have a pretty good idea that people who care about them will disapprove of this, so often they will start pushing their friends away. Or they think that others simply won't ""get it"" about why they are compelled to keep losing. Outsiders can have overly-simplistic views of both why they are doing what they do, and what it would take to get better.  It would just be easier to keep their distance from those who don't understand. On the other hand, often you hear people with EDs express sorrow over how much their ED has taken from them. Loss of friends is something they often mention with sadness. Losses they feel responsible for themselves. So that's kind of what you are up against with your friend.  And as you may be seeing, it could be difficult to talk to her about this in person.So one thing to consider is writing her a letter.  Like one that you write out on paper.  Let her know your concerns. Letters give the person some time to think about what you've said. Plus they can tell that you really care, just by the fact that you took the time to do this.One thing to keep in mind is that you can't fix her. But you can be supportive of her as a human being.  If that makes any sense ?Keeping the person in touch with the real world is another thing you can do.  Just hang out and doing normal things. If they will allow that I mean.  Folks with EDs can really begin to isolate themselves, and when it's just them and ED spending time alone with each other, that's usually not a good thing. Anyhow, just some thoughts.   Keep writing ?BobJ",koifish22,"Tue,08/20/2019-6:10pm","I have a friend currency doing the exact same thing. What has worked best for me was pretending I didn't care and then researching it. After thorough research, I would randomly say something about a ""new diet"" that safely helps lose weight (even though they didn't really) and would glorify the diets, and tried to convince her to try them with me. After awhile, she had started eating new and different foods with me in different ways than normal, and she looked healthier. But the tricky part about this is that by pretending not to care, you have to make sure to still spend time with them, just never talk about the ED. Make sure to make lots of plans with them, and ALWAYS have food as an option with your plans. a good trick is anytime there is a new restaurant, take them there and tell them y'all have to try the food there cuz it's supposed to be really good. This works for her, and I'm not sure if it works for you. Also, be careful that she doesn't start to think that you are ignoring her problem. If she ever asks, just say that you felt like you didn't know how to help but that you hated seeing them like that. Yes, It's a bit of a guilt trip, but it makes them stop and think about how they're affecting everyone else.Just a couple of suggestions though, I'm no expert. You may want to tweak them a little to best benefit your friend. I hope they get better!!
koifish22",koifish22,"Tue,08/20/2019-6:18pm",**currently,,,,,,,,,
12,08/03/2019,LivingwithbestfriendwithED,Ellalouise714,"Thank you so much in advance to anyone who reads all of this and can offer guidance.I’m going to be sharing an apartment with one of my best friends this year (moving in one week) who has a long history of ED.Some context: I’ve known this friend for almost 10 years. We met freshman year of college and were best friends all through school. Truly, she was and still is one of my very best friends. I knew she had a problem when I first met her and she eventually opened up and spilled everything to me sophomore year. Her behaviors are feeling compelled to over-exercise, strict rules about what foods she can eat when, and I have known her to occasionally binge/not be in control of how much she eats in one sitting. I think a lot of this was originally caused by her parents, who expect perfection out of her and can be really irrational/cruel. To complicate things, she also has a medical condition that can cause her to gain lots of weight quickly when she becomes stressed out. When this happens, she gets really depressed and is unable to lose weight through exercise or restricting food. All that to say: she has moments when she is honest about what’s happening, but her baseline is to deny that anything is wrong/downplay the seriousness of things.Fast forward to now. We are both in our late 20’s, I just moved a few months ago to the city she’s been living in for the past few years, and we’re going to be roommates this lease cycle. Since we graduated/before I moved here, we’ve had seasons when we’ve talked a lot and seasons when we’ve been out of touch. A couple of years ago, she got really, really skinny again and had to go home/take time off from her graduate program. I know she spent at least a night or two in the hospital (which she downplayed) and she is now on an antidepressant which she’s told me has helped. When I moved here a few months ago she seemed to be doing really well and was at a healthy weight. She still exercises religiously but I don’t get the sense that it’s way too much. Since being here though, I’ve noticed she is going straight to the bathroom after any meal she eats. Doesn’t matter if it’s at a restaurant or at somebody’s house. I haven’t approached her about my worry that she’s throwing up her meals. A couple of weeks ago, she lost her grandmother (who was like a mother to her) and it has sent her into a downward spiral of guilt/grief/pushing everyone away. She has lost a lot of weight in a matter of weeks. Add into the mix that she’s taking a really stressful class this summer and trying to find a job that pays well. She has acknowledged that she has unhealthy ways of coping and needs to go to a therapist, but that’s not super realistic at this point, as her budget is really tight right now. I am moving into her apartment next weekend. ANY suggestions or guidance from someone who has struggled with an ED personally or has tried to support a friend in a similar situation would be so appreciated. I don’t want to do anything that would make her feel guilty, defensive, or like she can’t confide in me. Thank you so much.",BobJ48,"Sun,08/04/2019-2:36pm","Ella,Yes, I think you are right in assuming she's purging, when you see her head off to the bathroom like this.  This was certainly how it was with my friend.  I was at a dinner once too, where I began to suspect one of the guests had an ED, and it was the same thing : right after dinner, off to the bathroom she went. What you can do for your friend is mostly just listen.  That doesn't seem like much I know. Because we'd like to be able to fix them. Which we can't.  But listening is one area that's legitimately open to us, and where we can make a difference.One thing that you'll also need to watch out for is how all of this is going to effect you.  It's quite likely that you'll be regularly faced with behaviors  which are alarming, but which you can't do anything about. Your friend may try and hide her behaviors from you, but knowing that this sort of concealment is what's going on can be unsettling too.  How well you'll be able to deal with all of this is something you'll need to consider. One thing you might do is to talk to her about these concerns right from the start, and ask her what she thinks you might do ?  Because it could be just as hard for you as it is for her, if she feels that she has to do a lot of pretending, and hiding everything from you.One other thing which might help you manage better and feel less helpless is if she does find a way to get some type of therapy. We want to be supportive, but as you may find, they need to provide us with things to support.If you should see this, keep writing ?",koifish22,"Tue,08/20/2019-6:16pm","Your roommate has another level of ED because she now has depression. I myself, have depression, and can offer more guidance for you on how to help her by working with the depression and perfectionism first to inadvertently help the ED.
If by any chance, you happen to see this, please let me know of that would be of any use to you, I'm just here to try and help.",,,,,,,,,,,,,,,
13,07/12/2019,12yearoldniece,snowflake13,"I have a 12 year old niece with an eating disorder, I'm sure, but I don't think my sister is being as concerned as she should be. My niece just saw pediatrician yesterday, her weight has gone down in comparison to 3 months ago, according to whatever height/weight scale they use. Doctor checked her heart,and is sending her to dietician,may be within eating disorder clinic. I believe my niece plays a good game,food group avoidance, oh I'm not hungry, oh I forgot to eat, oh I already had a snack,oh my tummy hurts,whilst wanting go go for walks,swims,get activity. I think it's all food avoidance type game for her with excuses that my sister either believes and/or makes excuses for,and my sister believes she can reason with her about eating and it will all get better,and my sister always thinks she knows best for her daughter and SHE can fix all. I don't know how to help and be there for my niece, my sister is very over protective too, so it's hard to be there for her. What can I say to my niece heart to heart? How can I best support my niece and my difficult sister?",iwanttolive,"Fri,07/12/2019-10:20pm","Hi.  I am sorry to hear about your niece.  I know it can be frustrating when you want to help someone in your family but are stopped by family.  My guess is that if she does go to the dietician, they will know more fully what is going on with your niece and won't be fooled by her excuses.  They may be able to help your sister understand what is going on.  If you just want to reach out to your niece and let her know you are there for her if she ever wants to talk, it may open up the door down the road for her to open up to you about her eating difficulties. Right now it sounds like she is not open to any kind of help, but if you let her know you are there for her if she needs to talk, it may be a good place to start.  Do you live nearby?  Can you take her someplace she likes and you can have some privacy to talk?  It is very kind and caring of you to be concerned and to want to help your niece.  That is wonderful.  I hope she gets the help she needs as the earlier this is caught the better chances for recovery.  Keep in touch and let us know how things are going.iwanttolive and I am",,,,,,,,,,,,,,,,,,
14,03/12/2019,SupportingmyBestFriend,Lilac54,"Hi all,My best friend and roommate has been suffering from bulimia for a number of years. We have honest and open discussions about it and she's currently in counselling and going to ED specific group therapy. My question is, outside of encouraging her to continue with therapy, how can I be as supportive as possible? I don't know if I should be pointing out things like bruising on her legs or how I rarely ever see her eat a meal. I'm one of the only friends she feels comfortable with talking candidly about her ED and I don't want to say the wrong thing or accidentally push her away. I try to encourage/remind her to eat and I make sure to never make comments about my own body in front of her. I honestly just feel scared that I'm going to say something wrong and do more damage than good. I want more than anything for her to love herself and regain some control over her eating. Any help is appreciated <3",iwanttolive,"Wed,03/13/2019-9:34pm","Hi and welcome to the forum.  I am glad to hear you are supporting your friend.  It can be very scary to see someone you love and care about suffer and not know what to do.  My best suggestion is to ask your friend how she wants you to be a support to her.  Making sure she is eating and encouraging her to eat may or may not be the most helpful thing for her.  She knows she needs to eat.  I would share with her your concerns that you don't want to say the wrong thing and are afraid of pushing her away.  I would be honest about your concerns and then leave it up to her to tell you what she feels she wants and needs from you.  Sometimes just listening and her knowing that you are there for her means a lot.  If it seems that she is in danger or there is an emergency, I would tell her that you are concerned and that you need to let someone in authority at the campus know or if you are not living on campus, then you may need to call 911.  She may be angry but if it is an emergency, it is more important to help her this way and deal with the anger at a later time. But for now, you are doing a great job at caring for her and being there for her.  I know it can be difficult.  Again, ask her what she needs and wants.  Let her know of your fears of saying the wrong thing and pushing her away.  That way you aren't so worried all the time and be stressed yourself while you need to be focused on your studies and other things as well.  I hope this helps.  Take care and post anytime.  iwanttolive",BobJ48,"Thu,03/14/2019-12:56pm","It can be hard to know what to say that's going to sound caring, but here's one way to think about it.   If you see signs of her not eating, or become aware that she might be purging, rather than commenting on what she may or may not be doing, ask her how she is feeling instead.Because having someone to share her fears and feelings with, that's going to be what feels most helpful to her.  Rather than us inquiring about the person's ED behaviors.Also, people in her situation can often find themselves full of self-doubt and self-hate. That really can be one of the worst mental aspects of eating disorders, and you may have already heard her make comments about herself like that.  So one other practical thing you can do, is when you see an opportunity, point out the goodness you see in her. Not just generalities like ""Oh, I know you to be a good person"" but be specific.  Has she made caring comments about others, or about how things should be better in the world ?  People who actually are hateful would never think to care about things like that.  So comments like : ""It shows what a good-heated person you are, that you would care about that."" are things that can help her gain a less hateful perspective on herself.",idk_how,"Wed,05/15/2019-12:49am","I love my friend so much and I feel so ignorant not realizing that she has been having problems with food up until recently, and I really want to make her feel better but I don't know how. shes average weight but she's been eating a lot less in the last few months because she feels really insecure, but after eating some small yogurt or something along those lines she feels absolutely terrible for eating and feels so much guilt and I just want her to get better but I don't know how.
She understands what she's doing isn't healthy but she cant stop herself.",BobJ48,"Fri,05/17/2019-4:07am","Dear idk,First off, I hope you won't be too hard on yourself for not being more aware of her eating issues.  EDs are secretive things, and what may seem like obvious signs now, may have seemed like just normal concerns to begin with. It's easy to think that if we reassure the person that it's OK to eat, or try and use logic to talk them out of their habits. than that's the way to go about things.  But it sounds like you may have already figured out how well that works.  Generally not very well at all, unfortunately.The thing to keep in mind is that usually EDs are ""about"" things other than food or weight. Stressful episodes in the person's life, unreasonable negative self-judgments, worries about never being good enough, feeling as though they don't have control over important aspects of their life, difficulties in relationships and in home life - These are common triggers for eating disorders, and may be things you can help her talk about.  Things that really don't have a lot to do directly with food or eating you know ?I'm not sure if she is getting professional help or not, but if she isn't, that might be a decision you could help her to make. Not so much ""you should do this"" or ""you should do that"", but more letting her know that you understand how deciding to get help can be a difficult decision.EDs are tough things, so be prepared for things not always going in the sorts of directions you might hope they would go. That often comes with the territory too.  The main thing is staying a sympathetic friend, and someone she'll feel safe talking to.In any case, just some thoughts.   Keep writing, if it seems to help ?",,,,,,,,,
15,05/13/2019,Friendwon'ttalkaboutit,supportivebff,"Hey!A few weeks ago my best friend came to me and told me she's been struggling with bulimia for the last few months. (I figured its been about 6 or so weeks, looking back and seeing her symptoms)When she told me, she said she wanted to see a therapist, and the day before she had a breakdown about it and wanted the help. The next night she slept over, we had one slice of pizza, and I stood by the door when she was in the bathroom and she didn't purge. She also told me that morning that she felt better that she told someone, but she doesn't want to discuss it unless she brings it up because it bothers her, and I respected that.  She was doing well for about a week, I was with her on vacation and she was fine and then one night I noticed she used behaviors. I got really upset and cried about it to her, and she said she was fine, she's handling it on her own and she'll beat it like she beat depression last year. Through all this she says she's still depression free and is in a good place mentally. However, since we got back from our vacation, she's been unwell. I see her isolating herself a bit more, and she's been really moody. I know she's taking it day by day, but I'm worried because she was eating so normally and healthy on vacation. Today she said she wasn't going to eat anything and I didn't say anything because I am trying to respect her space, but at the same time be supportive. I always offer her something to eat, and I've been saying encouraging things to her that aren't related to her weight. Today she seemed to be in a really dark place, I haven't seen her like that ever....but also she was looking up recipes and planning her meals. I just want to get a grasp on how to help her, because it seems like she's trying but on her own and its taking a toll on her mentally. I don't know where to go from here. How do I support her but stay within my boundaries? I'm someone who likes to help people, so seeing her suffer without being able to do anything is making me feel helpless and anxious.",iwanttolive,"Tue,05/14/2019-8:52pm","Hello and welcome to the forum.  I am glad you posted and that you care so much for your friend.  Eating disorders are very complex and difficult to deal with, for all involved.  It is a difficult situation to be in when your friend told you what is going on but then to tell you not to be involved.  Well, she got you involved.  It will be more difficult now for you to not want to know how she is doing.  Recovering from bulimia or any eating disorder is very difficult when trying to recover on one's own.  It is really important to get a therapist and a medical doctor involved as bulimia is very dangerous and can be life threatening.  I do not mean to scare you by saying this, but even if one is only suffering for a short while a lot of things can go wrong and it is really important that she get checked out by a medical doctor.  I do not know if she would be open to this.  I think it would be okay to voice your concerns once more and to ask her if she would be willing to be checked out by a doctor, have lab work done, to make sure all is okay.  The doctor would need to know of the bulimia and from what it sounds like, she may not be inclined to go.  Otherwise I would just let her know that you are there for her and that you want to support her, but you need to keep in mind that you are not and can not be her therapist.  That is unfair of her to expect that of you and not good for her as she needs professional help.  But if she wants to talk and you want to listen, that is being supportive.  If you sense that she needs more, I would tell her that you are uncomfortable and feel she needs more help than you are able to give her.  It is a very difficult situation.  Most of the time, unless someone wants the help, or to get better, no one can force them.  No one can stop them from purging of binging or restricting.  The person has to want the help  and then it is difficult even then.  So thank you for caring enough about your friend to post here.  Also, you may want to call NEDA or chat with them to see what their input is.  I hope this was helpful.  Post anytime and let us know how things are going.  iwanttolive and I am",,,,,,,,,,,,,,,,,,
16,05/05/2019,onlisteningandTMI,horseshoecrab,"I don't have a friend with an eating disorder - I have one myself. I'm in recovery, and things are mostly okay except when they're not (like how it's late at night and I'm still up because I can't go to bed until I digest all that food that I really wish I hadn't eaten.) But I'm thinking:I know so much of this stuff is individual/subjective, but how much sharing is too much? How much is too little? I want to tell my close friends, or the person I'm in a relationship with, how *bad* things are sometimes, how much I need their support right then, that I had a bad ED day and I need someone to be there for me. But then they ask me how my day was and I just go, ""Okay."" or sometimes ""Bad,"" with no explanation. Oh, I could tell you so many things you don't want to know, but - how much do people want to listen? What if I need to say it to them, and not just to a therapist?I dunno. Listening to people with ED makes you feel helpless but having one makes me feel alone.",BobJ48,"Mon,05/06/2019-6:03pm","You know, how much we tell a person about our issues, and what details we describe…I think that has a lot to do with how much they have educated themselves about those issues in the first place.Like if they already know what behaviors are like, you probably don't have to go into a lot of detail with them.  Because they'll already know what you are talking about.But if they don't know much about the particular matter…what then ?Again, it may have to do with that they understand already.   Do they understand what it's like to have difficulties of their own ?  ""Today was a struggle"" might be all that they need to hear, in order to understand and to sympathize. But yeah, if they aren't familiar with anything themselves, then what ? Honestly, I'm not sure that it should be your job to educate them.  If they act truly interested, perhaps there are some sites, or some books you could direct them to, so that they could educate themselves.  If they don't act interested, then perhaps they don't need to know anything, and that they are not the people who you should be confiding in. Anyhow, just some thoughts.  How much the other person actually cares about us…that has a lot to do with it I think.  xx",,,,,,,,,,,,,,,,,,
17,03/14/2019,FriendinNeed,Chad123,"My friend has a disorder that's similar, but unlike any of the other disorders that I've seen on the internet so far. He does not enjoy the taste of most foods and his body does not give off the same hunger signals that most people get, so he is not hungry, but not eating enough and what he eats his body usually tries to reject because it tastes so bad to him. The only times I've been able to get him to eat with me is buying going out and getting fast food. I worry that he is not getting enough nutrition. Because he is not eating enough he is also very skinny and gets weak very easily. I was wondering if anyone knew any foods that are really good at helping someone gain weight/get needed vitamins that's either in the fast food industry or something that could be easy to make at home. Unfortunately, I don't have much experience with dealing with someone with an eating disorder, so I'm trying to be as supportive as i can be without pushing too hard. Advice on both topics would be great.Thank you",Savedbygrace ,"Tue,03/19/2019-8:09pm","First, I want to aknowledge it's a positive thing you want to help your friend, but unfortunately we aren't allowed to mention specific foods on the forum.  The best thing your friend can do is seek out professional help and registered dietiton to figure out a meal plan while struggling.  I wish I could provide more help, but I am not a professional help.  Perhaps you could also speak to the NEDA staff for more help.  Keep us posted on how things go.",_admin_moderator,"Fri,03/29/2019-2:22pm","Hi Chad123,We are glad to hear that you are finding support here on the NEDA forums. A portion of your post was edited and deleted due to the mention of specific foods that may be triggering to other members of the forum. Our community guidelines are always available to review here: http://www.nationaleatingdisorders.org/community-guidelines . In the event you need further assistance, please do not hesitate to call the NEDA helpline at 1-800-931-2237 (Monday-Thursday 9:00am-9:00pm, Friday 9:00am-5:00pm EST).",karenc,"Wed,04/24/2019-4:17pm","I have a friend with anorexia too. It's hard to get him to eat too. I don't know of any takeaways. Maybe soft, sweet food. I know it's not fast food, but I can't think of anything. I hope your friend feels better. Sorry I can't think of anything constructive. Soz.",,,,,,,,,,,,
18,03/04/2019,Needadviceaboutacolleague/friend,calvin22,"Hi all,I have a colleague (who is also a good friend) who I strongly suspect has a purging disorder. My sister has struggled with bulimia her whole life, so I recognize similar patters/behaviours in my friend (although, admittedly, she is very good at hiding it).We can talk about almost everything - except this subject. I attempted to breach the subject once and she laughed it off (but she did admit that she was bulimic when younger).She has a long term partner, whom I don't know well and can't say whether he knows or not. Nor do I know if her family is aware. She doesn't have many close friends so I wonder if I am the only one who has these strong suspicions.At this stage, I am concerned about her health (both physical and mental).What should I do? I asked my sister and she said not to push too hard. Is it my business (not really)? Do I turn a blind eye? Do I try bringing it up again? If so, how? If she denies is again, then what?",calvin22,"Wed,03/06/2019-9:40am","Also worth noting, I had reviewed the advice already available on this site and followed the guidance. It met with resistance so just wondering what next!",iwanttolive,"Wed,03/06/2019-11:40pm","Hi, Welcome to the forum.  I am encouraged to hear how much you care about your friend.  And that you spent time on the forum to see how others have dealt with similar situations.  How is your sister doing now?  As for your friend,  did you say something again and is this the resistance you are referring to?  I know that as someone who struggled with an eating disorder for a very long time, and am now in recovery, it was difficult when people would tell me I needed help.  I knew it on a deep level, but would never give people the satisfaction of agreeing.  First, I needed to ""protect"" myself against the eating disorder being taken away as it was needed, or so I thought.  What it did in was nearly  kill me instead and ruined a good part of my life.  I think it is so kind of you and caring to be thinking of your friend and wanting to help her.  Perhaps you can write her a letter, I suggest writing it instead of texting or e mailing as it is more private and personal.  I would tell her why you are concerned, that you knew someone you were close to who suffered with bulimia and that you see some similar behaviors or actions in her that this other person did.  You may or may not want to say it is your sister to protect her confidentiality.  In my belief, it is better to have a falling out with a friend if it means they may listen and get help.  It may save her life.  But it is up to you.  If you are a praying man, I would consider praying about it first and asking God what direction He thinks you should go in.  Again it takes a caring person to even notice another one who is suffering.  Thank you.iwanttolive",,,,,,,,,,,,,,,
19,09/17/2018,Help!WeddingStressonBulimicFriend,esbee,"My best friend is getting married next month. She has struggled with bulimia since high school (we are now in our late 20's) but has been doing well the last few years. Once the wedding started to get closer, her bulimia resurfaced. When I encouraged her to seek help, she refused to go back to the therapist that had helped her before because she said she's too busy with wedding planning and therapy is too expensive. As a result, I've watched her tailspin in an awful cycle for the better part of a year. She has latched on to an online fitness influencer that does a lot of ""challenges"". Once a month or so, she'll ask me to do a challenge with her. I'm a pretty healthy person these days, I work out regularly and use flexible dieting to stay in good shape, so I can't bring myself to participate in these challenges, but I have always supported her in what she believes will be best for her. Well, today I just hit a little bit of a breaking point. Her wedding is in just over a month, and she believes that she has to lose a certain amount of weight before the wedding day so she is cutting all sugar, dairy and alcohol (worth noting: these are all the things she binges on) from her diet and forcing herself to do multiple workouts every day. This is not healthy, and I can't stand by and support it. I know that this is just going to result in her going hardcore on this challenge for maybe 3 or 4 days, getting exhausted and stressed, and then having a binge and purging. It's a cycle I know well at this point and I can't bear to see it starting again and just stand by her as she does it. I expressed this concern to her, and practically begged her to focus on moderation and what makes her feel healthy, but she basically told me that her health is something to worry about after the wedding, but right now losing that weight is all that matters. She is very defensive when anyone challenges her on knowing what's best for her health, and I'm worried that not giving her the support she is asking of me may make things a million times worse. At the same time, my conscience is tearing me up about supporting something that I know will just make her condition worse and may end with a hospital visit instead of a happy wedding. I just don't know what to do. Has anyone else been in a similar position? Any suggestions you have will be most welcome. Thanks.",_admin_moderator,"Wed,09/19/2018-12:26am",Hello and welcome to the forums esbee. Your post has been edited to remove numbers as some members of the community may find them triggering. Users can find a complete list of forum guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines Thank you and please continue posting.,ameliaharry654,"Mon,02/25/2019-1:42am","Ohh I am a lil bit late to reply you, well it's not a good thing to take the stress. Everything is easily available on online stores like dresses, shoes and many more. There are websites where everything is easily available in any size and it's really good that she is very possessive about her health.",_admin_moderator,"Tue,02/26/2019-3:25pm","Dear ameliaharry654, We are writing to let you know that we removed the outside link you shared in your post. Sharing outside links is not permitted on the forums. Users can find a complete list of forum guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines Thank you and please continue posting.",Savedbygrace ,"Tue,02/26/2019-3:38pm","I understand how this is a helpful response.  Eating disorders are not about sizes, weight or food.  In my opinion, and since outside links are not allowed, it would be better to talk about what has helped you instead of talking about size or weight.  I think in relating to the poster's story, if possible, might be more helpful.  I think it's good you want to reach out and help.",,,,,,,,,
20,02/21/2019,Lostandfeelinghelpless,tryingfriend,"An internet friend of mine has an eating disorder and lately it's been really hard watching her go through this and feeling like there's nothing I can do to help her. We've been friends for almost a year, and she told me pretty early on that she struggles with anorexia. For a while it seemed like I was able to help her; assuring her that it's okay to get a snack if she's hungry, reminding her that her struggles are valid, listening to her when she's feeling scared and letting her know that she's safe. But lately it's felt more and more like I can't help her anymore. We start getting into debates because she comes to me saying she's scared or stressed because she had lunch and she's still hungry and I try and tell her that that's normal and it's okay to have a snack. I know that by her coming to me it means there's a part of her that wants to get better, she knows I'm going to encourage her to do what deep, deep down she knows is best, but it's like she's also trying to convince herself through convincing me that it's okay to just not eat.
Her parents aren't the greatest people in the world. When she went to them in the past for help with mental illness they didn't give her the resources she needed and it changed nothing, but they won't go any other way. She's still a minor, but in the state she lives in she can legally receive outpatient care for mental health without parental consent; the only thing is, I have no clue how to convince her that she needs to do it. She's terrified of getting better and refuses to even think about it. She's also scared of the things that could happen to her health if she gets worse, but she's more willing to do things that aren't good for her health to try and find that control she longs for and reach her goal weight.
I just don't know what to do anymore. If I try and convince her to get help she spirals, but if I say nothing or tell her she doesn't need to think about getting help right now I feel like I'm enabling her to continue ruining herself. It's especially hard when we live states apart and I can only help her online and not in person. My question is, does anyone have any tips on how to approach the situation and maybe convince her to get the help she both needs and deserves?",Erin_Patricia1,"Sun,02/24/2019-4:08pm","Hi tryingfriend,First off, I wanted to welcome you to the NEDA online community forums! We are so glad that you have found a space where you can share your story. I'm so sorry to hear that your friend is struggling so much with an eating disorder but it is so great that she has a friend like you to help and support her. I know it can be so hard trying to balance between being a supportive friend and enabling your friend's behavior. Have you told your friend about the ""National Eating Disorder Association"" and their available resources they have on their website? The NEDA website has a Helpline phone number and it is available Monday-Thursday from 9:00AM - 9:00PM (ET) and Friday from 9:00AM to 5:00PM (ET). Your friend can contact the NEDA Helpline for support, resources and treatment options for herself. The phone number is (800) 931-2237. Or if your friend prefer not to speak with someone over the phone, the NEDA website has a link where your friend can find different treatment options in her area. The link is: https://www.nationaleatingdisorders.org/find-treatment/treatment-and-sup...Please let us know if there is anything more we can do to help! You always have a listening ear here on the NEDA online community forums! Please keep us updated if you can on how you and your friend are doing!Erin_Patricia1 <3",,,,,,,,,,,,,,,,,,
